"Matchday";"Date";"Time";"Venue";"Ranking";"Opponent";"System_of_play";"Attendance";"Result";"game_name";"country"
"Group H";"Tue Sep 11, 2012";"8:45 PM";"H";"";"Moldova";"4-4-2 double 6";"26.145";"2:0";"World Cup qualification Europe";"Poland"
"Group H";"Wed Oct 17, 2012";"5:00 PM";"H";"";"England";"4-5-1";"47.000";"1:1";"World Cup qualification Europe";"Poland"
"Group H";"Fri Mar 22, 2013";"8:45 PM";"H";"";"Ukraine";"4-2-3-1";"55.565";"1:3";"World Cup qualification Europe";"Poland"
"Group H";"Tue Mar 26, 2013";"8:45 PM";"H";"";"San Marino";"4-4-2 double 6";"43.008";"5:0";"World Cup qualification Europe";"Poland"
"Group H";"Fri Jun 7, 2013";"8:15 PM";"A";"";"Moldova";"4-2-3-1";"10.500";"1:1";"World Cup qualification Europe";"Poland"
"Group H";"Fri Sep 6, 2013";"8:45 PM";"H";"";"Montenegro";"4-2-3-1";"45.652";"1:1";"World Cup qualification Europe";"Poland"
"Group H";"Tue Sep 10, 2013";"8:45 PM";"A";"";"San Marino";"4-2-3-1";"1.597";"1:5";"World Cup qualification Europe";"Poland"
"Group H";"Fri Oct 11, 2013";"8:00 PM";"A";"";"Ukraine";"4-2-3-1";"39.136";"1:0";"World Cup qualification Europe";"Poland"
"Group H";"Tue Oct 15, 2013";"9:00 PM";"A";"";"England";"4-2-3-1";"85.186";"2:0";"World Cup qualification Europe";"Poland"
"Group D";"Sun Sep 7, 2014";"8:45 PM";"A";"";"Gibraltar";"4-4-2 double 6";"1.620";"0:7";"European Qualifiers";"Poland"
"Group D";"Sat Oct 11, 2014";"8:45 PM";"H";"";"Germany";"4-4-2 double 6";"58.145";"2:0";"European Qualifiers";"Poland"
"Group D";"Tue Oct 14, 2014";"8:45 PM";"H";"";"Scotland";"4-4-2 double 6";"55.197";"2:2";"European Qualifiers";"Poland"
"Group D";"Fri Nov 14, 2014";"6:00 PM";"A";"";"Georgia";"4-2-3-1";"25.635";"0:4";"European Qualifiers";"Poland"
"Group D";"Sun Mar 29, 2015";"8:45 PM";"A";"";"Republic of Ireland";"4-4-2";"50.500";"1:1";"European Qualifiers";"Poland"
"Group D";"Sat Jun 13, 2015";"6:00 PM";"H";"";"Georgia";"4-2-3-1";"56.512";"4:0";"European Qualifiers";"Poland"
"Group D";"Fri Sep 4, 2015";"8:45 PM";"A";"";"Germany";"4-4-2 double 6";"48.500";"3:1";"European Qualifiers";"Poland"
"Group D";"Mon Sep 7, 2015";"8:45 PM";"H";"";"Gibraltar";"4-4-2 double 6";"27.763";"8:1";"European Qualifiers";"Poland"
"Group D";"Thu Oct 8, 2015";"8:45 PM";"A";"";"Scotland";"4-2-3-1";"49.359";"2:2";"European Qualifiers";"Poland"
"Group D";"Sun Oct 11, 2015";"8:45 PM";"H";"";"Republic of Ireland";"4-2-3-1";"57.497";"2:1";"European Qualifiers";"Poland"
"Group E";"Sun Sep 4, 2016";"6:00 PM";"A";"";"Kazakhstan";"4-4-2 double 6";"19.905";"2:2";"World Cup qualification Europe";"Poland"
"Group E";"Sat Oct 8, 2016";"8:45 PM";"H";"";"Denmark";"4-4-2 double 6";"56.811";"3:2";"World Cup qualification Europe";"Poland"
"Group E";"Tue Oct 11, 2016";"8:45 PM";"H";"";"Armenia";"4-4-2 double 6";"44.786";"2:1";"World Cup qualification Europe";"Poland"
"Group E";"Fri Nov 11, 2016";"8:45 PM";"A";"";"Romania";"4-1-4-1";"48.531";"0:3";"World Cup qualification Europe";"Poland"
"Group E";"Sun Mar 26, 2017";"8:45 PM";"A";"";"Montenegro";"4-2-3-1";"10.439";"1:2";"World Cup qualification Europe";"Poland"
"Group E";"Sat Jun 10, 2017";"8:45 PM";"H";"";"Romania";"4-2-3-1";"57.128";"3:1";"World Cup qualification Europe";"Poland"
"Group E";"Fri Sep 1, 2017";"8:45 PM";"A";"";"Denmark";"4-4-1-1";"34.570";"4:0";"World Cup qualification Europe";"Poland"
"Group E";"Mon Sep 4, 2017";"8:45 PM";"H";"";"Kazakhstan";"4-4-2 double 6";"56.963";"3:0";"World Cup qualification Europe";"Poland"
"Group E";"Thu Oct 5, 2017";"6:00 PM";"A";"";"Armenia";"4-2-3-1";"5.478";"1:6";"World Cup qualification Europe";"Poland"
"Group E";"Sun Oct 8, 2017";"6:00 PM";"H";"";"Montenegro";"4-4-1-1";"57.538";"4:2";"World Cup qualification Europe";"Poland"
"Group G";"Thu Mar 21, 2019";"8:45 PM";"A";"";"Austria";"4-4-1-1";"40.400";"0:1";"European Qualifiers";"Poland"
"Group G";"Sun Mar 24, 2019";"8:45 PM";"H";"";"Latvia";"4-4-2 double 6";"51.112";"2:0";"European Qualifiers";"Poland"
"Group G";"Fri Jun 7, 2019";"8:45 PM";"A";"";"Macedonia";"4-2-3-1";"";"0:1";"European Qualifiers";"Poland"
"Group G";"Mon Jun 10, 2019";"8:45 PM";"H";"";"Israel";"4-4-2 double 6";"57.229";"4:0";"European Qualifiers";"Poland"
"Group G";"Fri Sep 6, 2019";"8:45 PM";"A";"";"Slovenia";"4-4-2 double 6";"15.231";"2:0";"European Qualifiers";"Poland"
"Group G";"Mon Sep 9, 2019";"8:45 PM";"H";"";"Austria";"4-4-2 double 6";"56.788";"0:0";"European Qualifiers";"Poland"
"Group G";"Thu Oct 10, 2019";"8:45 PM";"A";"";"Latvia";"4-2-3-1";"7.107";"0:3";"European Qualifiers";"Poland"
"Group G";"Sun Oct 13, 2019";"8:45 PM";"H";"";"Macedonia";"4-2-3-1";"52.894";"2:0";"European Qualifiers";"Poland"
"Group G";"Sat Nov 16, 2019";"8:45 PM";"A";"";"Israel";"4-2-3-1";"16.700";"1:2";"European Qualifiers";"Poland"
"Group G";"Tue Nov 19, 2019";"8:45 PM";"H";"";"Slovenia";"4-2-3-1";"53.946";"3:2";"European Qualifiers";"Poland"
"group I";"Thu Mar 25, 2021";"8:45 PM";"A";"";"Hungary";"3-5-2 flat";"x";"3:3";"World Cup qualification Europe";"Poland"
"group I";"Sun Mar 28, 2021";"8:45 PM";"H";"";"Andorra";"4-4-2 Diamond";"x";"3:0";"World Cup qualification Europe";"Poland"
"group I";"Wed Mar 31, 2021";"8:45 PM";"A";"";"England";"3-5-2 flat";"x";"2:1";"World Cup qualification Europe";"Poland"
"group I";"Thu Sep 2, 2021";"8:45 PM";"H";"";"Albania";"4-4-2 double 6";"38.254";"4:1";"World Cup qualification Europe";"Poland"
"group I";"Sun Sep 5, 2021";"8:45 PM";"A";"";"San Marino";"3-5-2 flat";"500";"1:7";"World Cup qualification Europe";"Poland"
"group I";"Wed Sep 8, 2021";"8:45 PM";"H";"";"England";"3-5-2 flat";"56.212";"1:1";"World Cup qualification Europe";"Poland"
"group I";"Sat Oct 9, 2021";"8:45 PM";"H";"";"San Marino";"3-5-2 flat";"56.128";"5:0";"World Cup qualification Europe";"Poland"
"group I";"Tue Oct 12, 2021";"8:45 PM";"A";"";"Albania";"3-5-2";"21.000";"0:1";"World Cup qualification Europe";"Poland"
"group I";"Fri Nov 12, 2021";"8:45 PM";"A";"";"Andorra";"3-4-1-2";"1.049";"1:4";"World Cup qualification Europe";"Poland"
"group I";"Mon Nov 15, 2021";"8:45 PM";"H";"";"Hungary";"3-5-2";"56.197";"1:2";"World Cup qualification Europe";"Poland"
"Group G";"Tue Sep 7, 2010";"8:45 PM";"H";"";"England";"4-4-1-1";"37.500";"1:3";"European Qualifiers";"Switzerland"
"Group G";"Fri Oct 8, 2010";"8:30 PM";"A";"";"Montenegro";"4-5-1";"12.700";"1:0";"European Qualifiers";"Switzerland"
"Group G";"Tue Oct 12, 2010";"8:30 PM";"H";"";"Wales";"4-4-2 double 6";"26.000";"4:1";"European Qualifiers";"Switzerland"
"Group G";"Sat Mar 26, 2011";"5:45 PM";"A";"";"Bulgaria";"4-4-2 double 6";"17.000";"0:0";"European Qualifiers";"Switzerland"
"Group G";"Sat Jun 4, 2011";"5:45 PM";"A";"";"England";"4-1-4-1";"84.459";"2:2";"European Qualifiers";"Switzerland"
"Group G";"Tue Sep 6, 2011";"8:30 PM";"H";"";"Bulgaria";"4-4-2 double 6";"16.800";"3:1";"European Qualifiers";"Switzerland"
"Group G";"Fri Oct 7, 2011";"8:45 PM";"A";"";"Wales";"4-2-3-1";"12.317";"2:0";"European Qualifiers";"Switzerland"
"Group G";"Tue Oct 11, 2011";"8:15 PM";"H";"";"Montenegro";"4-2-3-1";"38.000";"2:0";"European Qualifiers";"Switzerland"
"Group E";"Fri Sep 7, 2012";"8:30 PM";"A";"";"Slovenia";"4-2-3-1";"14.000";"0:2";"World Cup qualification Europe";"Switzerland"
"Group E";"Tue Sep 11, 2012";"8:30 PM";"H";"";"Albania";"4-2-3-1";"16.500";"2:0";"World Cup qualification Europe";"Switzerland"
"Group E";"Fri Oct 12, 2012";"8:30 PM";"H";"";"Norway";"4-2-3-1";"30.172";"1:1";"World Cup qualification Europe";"Switzerland"
"Group E";"Tue Oct 16, 2012";"8:30 PM";"A";"";"Iceland";"4-2-3-1";"8.369";"0:2";"World Cup qualification Europe";"Switzerland"
"Group E";"Sat Mar 23, 2013";"5:30 PM";"A";"";"Cyprus";"4-2-3-1";"2.045";"0:0";"World Cup qualification Europe";"Switzerland"
"Group E";"Sat Jun 8, 2013";"5:30 PM";"H";"";"Cyprus";"4-4-2 double 6";"16.900";"1:0";"World Cup qualification Europe";"Switzerland"
"Group E";"Fri Sep 6, 2013";"8:30 PM";"H";"";"Iceland";"4-2-3-1";"26.000";"4:4";"World Cup qualification Europe";"Switzerland"
"Group E";"Tue Sep 10, 2013";"7:00 PM";"A";"";"Norway";"4-2-3-1";"16.631";"0:2";"World Cup qualification Europe";"Switzerland"
"Group E";"Fri Oct 11, 2013";"8:30 PM";"A";"";"Albania";"4-2-3-1";"14.000";"1:2";"World Cup qualification Europe";"Switzerland"
"Group E";"Tue Oct 15, 2013";"8:00 PM";"H";"";"Slovenia";"4-2-3-1";"22.014";"1:0";"World Cup qualification Europe";"Switzerland"
"Group E";"Mon Sep 8, 2014";"8:45 PM";"H";"";"England";"4-3-3 Attacking";"35.500";"0:2";"European Qualifiers";"Switzerland"
"Group E";"Thu Oct 9, 2014";"8:45 PM";"A";"";"Slovenia";"4-3-1-2";"10.000";"1:0";"European Qualifiers";"Switzerland"
"Group E";"Tue Oct 14, 2014";"8:45 PM";"A";"";"San Marino";"4-3-1-2";"2.289";"0:4";"European Qualifiers";"Switzerland"
"Group E";"Sat Nov 15, 2014";"8:45 PM";"H";"";"Lithuania";"4-3-1-2";"17.300";"4:0";"European Qualifiers";"Switzerland"
"Group E";"Fri Mar 27, 2015";"8:45 PM";"H";"";"Estonia";"4-3-1-2";"14.500";"3:0";"European Qualifiers";"Switzerland"
"Group E";"Sun Jun 14, 2015";"8:45 PM";"A";"";"Lithuania";"4-3-1-2";"4.786";"1:2";"European Qualifiers";"Switzerland"
"Group E";"Sat Sep 5, 2015";"8:45 PM";"H";"";"Slovenia";"4-2-3-1";"25.750";"3:2";"European Qualifiers";"Switzerland"
"Group E";"Tue Sep 8, 2015";"8:45 PM";"A";"";"England";"4-3-3 Attacking";"75.751";"2:0";"European Qualifiers";"Switzerland"
"Group E";"Fri Oct 9, 2015";"8:45 PM";"H";"";"San Marino";"4-1-4-1";"16.200";"7:0";"European Qualifiers";"Switzerland"
"Group E";"Mon Oct 12, 2015";"8:45 PM";"A";"";"Estonia";"4-3-3 Attacking";"7.304";"0:1";"European Qualifiers";"Switzerland"
"Group B";"Tue Sep 6, 2016";"8:45 PM";"H";"";"Portugal";"4-2-3-1";"36.000";"2:0";"World Cup qualification Europe";"Switzerland"
"Group B";"Fri Oct 7, 2016";"8:45 PM";"A";"";"Hungary";"4-2-3-1";"21.546";"2:3";"World Cup qualification Europe";"Switzerland"
"Group B";"Mon Oct 10, 2016";"8:45 PM";"A";"";"Andorra";"4-2-3-1";"2.014";"1:2";"World Cup qualification Europe";"Switzerland"
"Group B";"Sun Nov 13, 2016";"6:00 PM";"H";"";"Faroe Islands";"4-2-3-1";"14.500";"2:0";"World Cup qualification Europe";"Switzerland"
"Group B";"Sat Mar 25, 2017";"6:00 PM";"H";"";"Latvia";"4-2-3-1";"25.000";"1:0";"World Cup qualification Europe";"Switzerland"
"Group B";"Fri Jun 9, 2017";"8:45 PM";"A";"";"Faroe Islands";"4-3-3 Attacking";"4.593";"0:2";"World Cup qualification Europe";"Switzerland"
"Group B";"Thu Aug 31, 2017";"8:45 PM";"H";"";"Andorra";"4-2-3-1";"13.600";"3:0";"World Cup qualification Europe";"Switzerland"
"Group B";"Sun Sep 3, 2017";"8:45 PM";"A";"";"Latvia";"4-2-3-1";"7.587";"0:3";"World Cup qualification Europe";"Switzerland"
"Group B";"Sat Oct 7, 2017";"8:45 PM";"H";"";"Hungary";"4-2-3-1";"32.018";"5:2";"World Cup qualification Europe";"Switzerland"
"Group B";"Tue Oct 10, 2017";"8:45 PM";"A";"";"Portugal";"4-2-3-1";"61.566";"2:0";"World Cup qualification Europe";"Switzerland"
"Group D";"Sat Mar 23, 2019";"3:00 PM";"A";"";"Georgia";"4-2-3-1";"54.000";"0:2";"European Qualifiers";"Switzerland"
"Group D";"Tue Mar 26, 2019";"8:45 PM";"H";"";"Denmark";"4-3-3 Attacking";"18.352";"3:3";"European Qualifiers";"Switzerland"
"Group D";"Thu Sep 5, 2019";"8:45 PM";"A";"";"Republic of Ireland";"3-4-3";"44.111";"1:1";"European Qualifiers";"Switzerland"
"Group D";"Sun Sep 8, 2019";"6:00 PM";"H";"";"Gibraltar";"3-4-3";"8.318";"4:0";"European Qualifiers";"Switzerland"
"Group D";"Sat Oct 12, 2019";"6:00 PM";"A";"";"Denmark";"3-4-1-2";"35.964";"1:0";"European Qualifiers";"Switzerland"
"Group D";"Tue Oct 15, 2019";"8:45 PM";"H";"";"Republic of Ireland";"3-4-1-2";"24.766";"2:0";"European Qualifiers";"Switzerland"
"Group D";"Fri Nov 15, 2019";"8:45 PM";"H";"";"Georgia";"3-4-1-2";"16.400";"1:0";"European Qualifiers";"Switzerland"
"Group D";"Mon Nov 18, 2019";"8:45 PM";"A";"";"Gibraltar";"3-4-3";"2.000";"1:6";"European Qualifiers";"Switzerland"
"Group C";"Thu Mar 25, 2021";"6:00 PM";"A";"";"Bulgaria";"3-4-1-2";"x";"1:3";"World Cup qualification Europe";"Switzerland"
"Group C";"Sun Mar 28, 2021";"8:45 PM";"H";"";"Lithuania";"4-4-2 double 6";"x";"1:0";"World Cup qualification Europe";"Switzerland"
"Group C";"Sun Sep 5, 2021";"8:45 PM";"H";"";"Italy";"4-3-2-1";"31.500";"0:0";"World Cup qualification Europe";"Switzerland"
"Group C";"Wed Sep 8, 2021";"8:45 PM";"A";"";"Northern Ireland";"4-3-2-1";"15.660";"0:0";"World Cup qualification Europe";"Switzerland"
"Group C";"Sat Oct 9, 2021";"8:45 PM";"H";"";"Northern Ireland";"4-2-3-1";"19.129";"2:0";"World Cup qualification Europe";"Switzerland"
"Group C";"Tue Oct 12, 2021";"8:45 PM";"A";"";"Lithuania";"4-2-3-1";"1.806";"0:4";"World Cup qualification Europe";"Switzerland"
"Group C";"Fri Nov 12, 2021";"8:45 PM";"A";"";"Italy";"4-2-3-1";"45.699";"1:1";"World Cup qualification Europe";"Switzerland"
"Group C";"Mon Nov 15, 2021";"8:45 PM";"H";"";"Bulgaria";"4-2-3-1";"14.333";"4:0";"World Cup qualification Europe";"Switzerland"
"Group G";"Fri Sep 3, 2010";"7:30 PM";"A";"";"Montenegro";"4-4-2";"7.442";"1:0";"European Qualifiers";"Wales"
"Group G";"Fri Oct 8, 2010";"8:30 PM";"H";"";"Bulgaria";"5-3-2";"14.060";"0:1";"European Qualifiers";"Wales"
"Group G";"Tue Oct 12, 2010";"8:30 PM";"A";"";"Switzerland";"4-4-2";"26.000";"4:1";"European Qualifiers";"Wales"
"Group G";"Sat Mar 26, 2011";"4:00 PM";"H";"";"England";"4-5-1 flat";"68.959";"0:2";"European Qualifiers";"Wales"
"Group G";"Fri Sep 2, 2011";"8:45 PM";"H";"";"Montenegro";"4-3-3 Attacking";"8.194";"2:1";"European Qualifiers";"Wales"
"Group G";"Tue Sep 6, 2011";"8:45 PM";"A";"";"England";"4-1-4-1";"77.128";"1:0";"European Qualifiers";"Wales"
"Group G";"Fri Oct 7, 2011";"8:45 PM";"H";"";"Switzerland";"4-4-2";"12.317";"2:0";"European Qualifiers";"Wales"
"Group G";"Tue Oct 11, 2011";"8:05 PM";"A";"";"Bulgaria";"4-4-2 Diamond";"1.672";"0:1";"European Qualifiers";"Wales"
"Group A";"Fri Sep 7, 2012";"8:45 PM";"H";"";"Belgium";"4-4-2 Diamond";"20.156";"0:2";"World Cup qualification Europe";"Wales"
"Group A";"Tue Sep 11, 2012";"8:30 PM";"A";"";"Serbia";"4-4-2";"10.660";"6:1";"World Cup qualification Europe";"Wales"
"Group A";"Fri Oct 12, 2012";"8:45 PM";"H";"";"Scotland";"4-1-4-1";"23.249";"2:1";"World Cup qualification Europe";"Wales"
"Group A";"Tue Oct 16, 2012";"8:00 PM";"A";"";"Croatia";"4-5-1 flat";"19.500";"2:0";"World Cup qualification Europe";"Wales"
"Group A";"Fri Mar 22, 2013";"9:00 PM";"A";"";"Scotland";"4-2-3-1";"39.365";"1:2";"World Cup qualification Europe";"Wales"
"Group A";"Tue Mar 26, 2013";"8:45 PM";"H";"";"Croatia";"4-4-2 Diamond";"12.534";"1:2";"World Cup qualification Europe";"Wales"
"Group A";"Fri Sep 6, 2013";"7:00 PM";"A";"";"Macedonia";"4-5-1";"18.000";"2:1";"World Cup qualification Europe";"Wales"
"Group A";"Tue Sep 10, 2013";"8:45 PM";"H";"";"Serbia";"4-2-3-1";"10.923";"0:3";"World Cup qualification Europe";"Wales"
"Group A";"Fri Oct 11, 2013";"8:45 PM";"H";"";"Macedonia";"4-1-4-1";"11.257";"1:0";"World Cup qualification Europe";"Wales"
"Group A";"Tue Oct 15, 2013";"9:00 PM";"A";"";"Belgium";"4-2-3-1";"45.401";"1:1";"World Cup qualification Europe";"Wales"
"Group B";"Tue Sep 9, 2014";"8:45 PM";"A";"";"Andorra";"4-2-3-1";"3.150";"1:2";"European Qualifiers";"Wales"
"Group B";"Fri Oct 10, 2014";"8:45 PM";"H";"";"Bosnia-Herzegovina";"5-4-1 Diamond";"30.741";"0:0";"European Qualifiers";"Wales"
"Group B";"Mon Oct 13, 2014";"8:45 PM";"H";"";"Cyprus";"4-1-4-1";"21.273";"2:1";"European Qualifiers";"Wales"
"Group B";"Sun Nov 16, 2014";"6:00 PM";"A";"";"Belgium";"4-1-4-1";"41.535";"0:0";"European Qualifiers";"Wales"
"Group B";"Sat Mar 28, 2015";"6:00 PM";"A";"";"Israel";"3-4-2-1";"30.200";"0:3";"European Qualifiers";"Wales"
"Group B";"Fri Jun 12, 2015";"8:45 PM";"H";"";"Belgium";"3-5-2 Attacking";"33.280";"1:0";"European Qualifiers";"Wales"
"Group B";"Thu Sep 3, 2015";"8:45 PM";"A";"";"Cyprus";"3-4-2-1";"14.492";"0:1";"European Qualifiers";"Wales"
"Group B";"Sun Sep 6, 2015";"6:00 PM";"H";"";"Israel";"5-3-2";"32.653";"0:0";"European Qualifiers";"Wales"
"Group B";"Sat Oct 10, 2015";"8:45 PM";"A";"";"Bosnia-Herzegovina";"4-3-2-1";"10.250";"2:0";"European Qualifiers";"Wales"
"Group B";"Tue Oct 13, 2015";"8:45 PM";"H";"";"Andorra";"4-3-3 Attacking";"33.280";"2:0";"European Qualifiers";"Wales"
"Group D";"Mon Sep 5, 2016";"8:45 PM";"H";"";"Moldova";"5-3-2";"31.731";"4:0";"World Cup qualification Europe";"Wales"
"Group D";"Thu Oct 6, 2016";"8:45 PM";"A";"";"Austria";"3-5-2";"44.200";"2:2";"World Cup qualification Europe";"Wales"
"Group D";"Sun Oct 9, 2016";"6:00 PM";"H";"";"Georgia";"5-3-2";"32.652";"1:1";"World Cup qualification Europe";"Wales"
"Group D";"Sat Nov 12, 2016";"8:45 PM";"H";"";"Serbia";"4-4-2";"32.879";"1:1";"World Cup qualification Europe";"Wales"
"Group D";"Fri Mar 24, 2017";"8:45 PM";"A";"";"Republic of Ireland";"3-5-2";"49.989";"0:0";"World Cup qualification Europe";"Wales"
"Group D";"Sun Jun 11, 2017";"8:45 PM";"A";"";"Serbia";"5-4-1";"46.673";"1:1";"World Cup qualification Europe";"Wales"
"Group D";"Sat Sep 2, 2017";"8:45 PM";"H";"";"Austria";"5-4-1";"33.280";"1:0";"World Cup qualification Europe";"Wales"
"Group D";"Tue Sep 5, 2017";"8:45 PM";"A";"";"Moldova";"4-2-3-1";"10.272";"0:2";"World Cup qualification Europe";"Wales"
"Group D";"Fri Oct 6, 2017";"6:00 PM";"A";"";"Georgia";"4-4-1-1";"22.290";"0:1";"World Cup qualification Europe";"Wales"
"Group D";"Mon Oct 9, 2017";"8:45 PM";"H";"";"Republic of Ireland";"4-4-1-1";"32.711";"0:1";"World Cup qualification Europe";"Wales"
"Group E";"Sun Mar 24, 2019";"3:00 PM";"H";"";"Slovakia";"4-2-3-1";"31.617";"1:0";"European Qualifiers";"Wales"
"Group E";"Sat Jun 8, 2019";"3:00 PM";"A";"";"Croatia";"4-2-3-1";"17.061";"2:1";"European Qualifiers";"Wales"
"Group E";"Tue Jun 11, 2019";"8:45 PM";"A";"";"Hungary";"4-2-3-1";"19.000";"1:0";"European Qualifiers";"Wales"
"Group E";"Fri Sep 6, 2019";"8:45 PM";"H";"";"Azerbaijan";"4-2-3-1";"28.385";"2:1";"European Qualifiers";"Wales"
"Group E";"Thu Oct 10, 2019";"8:45 PM";"A";"";"Slovakia";"4-2-3-1";"18.071";"1:1";"European Qualifiers";"Wales"
"Group E";"Sun Oct 13, 2019";"8:45 PM";"H";"";"Croatia";"4-2-3-1";"31.745";"1:1";"European Qualifiers";"Wales"
"Group E";"Sat Nov 16, 2019";"6:00 PM";"A";"";"Azerbaijan";"4-2-3-1";"8.622";"0:2";"European Qualifiers";"Wales"
"Group E";"Tue Nov 19, 2019";"8:45 PM";"H";"";"Hungary";"4-2-3-1";"31.762";"2:0";"European Qualifiers";"Wales"
"Group E";"Wed Mar 24, 2021";"8:45 PM";"A";"";"Belgium";"3-4-3";"x";"3:1";"World Cup qualification Europe";"Wales"
"Group E";"Tue Mar 30, 2021";"8:45 PM";"H";"";"Czech Republic";"5-4-1";"x";"1:0";"World Cup qualification Europe";"Wales"
"Group E";"Sun Sep 5, 2021";"3:00 PM";"A";"";"Belarus";"4-2-3-1";"x";"2:3";"World Cup qualification Europe";"Wales"
"Group E";"Wed Sep 8, 2021";"8:45 PM";"H";"";"Estonia";"4-2-3-1";"21.624";"0:0";"World Cup qualification Europe";"Wales"
"Group E";"Fri Oct 8, 2021";"8:45 PM";"A";"";"Czech Republic";"5-3-2";"16.856";"2:2";"World Cup qualification Europe";"Wales"
"Group E";"Mon Oct 11, 2021";"8:45 PM";"A";"";"Estonia";"3-1-4-2";"5.118";"0:1";"World Cup qualification Europe";"Wales"
"Group E";"Sat Nov 13, 2021";"8:45 PM";"H";"";"Belarus";"3-1-4-2";"27.127";"5:1";"World Cup qualification Europe";"Wales"
"Group E";"Tue Nov 16, 2021";"8:45 PM";"H";"";"Belgium";"3-4-1-2";"32.270";"1:1";"World Cup qualification Europe";"Wales"
