"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
NA;"Mi. 03.03.2010";"20:45";"A";"";"Italien";"4-3-3 defensiv";"18.523";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Di. 25.05.2010";"00:00";"A";"";"Georgien";"4-3-3 offensiv";"5.000";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Sa. 29.05.2010";"07:00";"A";"";"Slowakei";"?";"8.000";"1:1";"Freundschaftsspiele";"kamerun"
NA;"Di. 01.06.2010";"00:00";"A";"";"Portugal";"4-3-1-2";"12.000";"3:1";"Freundschaftsspiele";"kamerun"
NA;"Sa. 05.06.2010";"20:30";"A";"";"Serbien";"?";"3.000";"4:3";"Freundschaftsspiele";"kamerun"
NA;"Mi. 11.08.2010";"20:30";"A";"";"Polen";"4-3-3 offensiv";"17.000";"0:3";"Freundschaftsspiele";"kamerun"
NA;"Mi. 09.02.2011";"18:00";"A";"";"Mazedonien";"?";"3.000";"0:1";"Freundschaftsspiele";"kamerun"
NA;"Di. 07.06.2011";"19:30";"A";"";"Russland";"4-4-2 doppel 6";"3.000";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Di. 11.10.2011";"unbekannt";"A";"";"Äquatorialguinea";"";"";"1:1";"Freundschaftsspiele";"kamerun"
NA;"Fr. 11.11.2011";"unbekannt";"H";"";"Sudan";"?";"";"3:1";"Freundschaftsspiele";"kamerun"
NA;"So. 13.11.2011";"unbekannt";"A";"";"Marokko";"?";"";"2:4  n.E.";"Freundschaftsspiele";"kamerun"
NA;"Mi. 14.12.2011";"00:00";"A";"";"Angola";"";"";"1:1";"Freundschaftsspiele";"kamerun"
NA;"So. 20.05.2012";"19:30";"A";"";"Ägypten";"?";"";"2:1";"Freundschaftsspiele";"kamerun"
NA;"Sa. 26.05.2012";"unbekannt";"A";"";"Guinea";"?";"";"1:2";"Freundschaftsspiele";"kamerun"
NA;"Fr. 24.08.2012";"unbekannt";"A";"";"Syrien";"";"";"2:2";"Freundschaftsspiele";"kamerun"
NA;"So. 26.08.2012";"unbekannt";"A";"";"Nepal";"";"";"0:5";"Freundschaftsspiele";"kamerun"
NA;"Mi. 29.08.2012";"unbekannt";"H";"";"Malediven";"";"";"3:1";"Freundschaftsspiele";"kamerun"
NA;"Fr. 31.08.2012";"unbekannt";"A";"";"Indien";"";"";"0:1";"Freundschaftsspiele";"kamerun"
NA;"So. 02.09.2012";"unbekannt";"H";"";"Indien";"";"";"4:5  n.E.";"Freundschaftsspiele";"kamerun"
NA;"Mi. 17.10.2012";"00:00";"A";"";"Kolumbien";"4-5-1";"";"3:0";"Freundschaftsspiele";"kamerun"
NA;"Mi. 14.11.2012";"20:45";"A";"";"Albanien";"4-3-3 defensiv";"4.639";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Mi. 19.12.2012";"00:00";"A";"";"Angola";"4-3-3 defensiv";"";"1:0";"Freundschaftsspiele";"kamerun"
NA;"Mi. 06.02.2013";"unbekannt";"A";"";"Tansania";"";"";"1:0";"Freundschaftsspiele";"kamerun"
NA;"So. 02.06.2013";"20:00";"A";"";"Ukraine";"4-3-3 defensiv";"57.160";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Fr. 09.08.2013";"20:00";"A";"";"Gabun";"";"";"1:0";"Freundschaftsspiele";"kamerun"
"Gruppe A";"Fr. 13.06.2014";"18:00";"A";"";"Mexiko";"4-3-3 offensiv";"38.958";"1:0";"Weltmeisterschaft 2014";"kamerun"
"Gruppe A";"Do. 19.06.2014";"00:00";"H";"";"Kroatien";"4-3-3 offensiv";"39.982";"0:4";"Weltmeisterschaft 2014";"kamerun"
"Gruppe A";"Mo. 23.06.2014";"22:00";"H";"";"Brasilien";"4-3-3 offensiv";"69.112";"1:4";"Weltmeisterschaft 2014";"kamerun"
NA;"Mi. 05.03.2014";"21:45";"A";"";"Portugal";"4-3-3 offensiv";"21.335";"5:1";"Freundschaftsspiele";"kamerun"
NA;"Mo. 26.05.2014";"00:00";"A";"";"Mazedonien";"4-3-3 defensiv";"800";"0:2";"Freundschaftsspiele";"kamerun"
NA;"Do. 29.05.2014";"19:00";"H";"";"Paraguay";"?";"5.000";"1:2";"Freundschaftsspiele";"kamerun"
NA;"So. 01.06.2014";"20:30";"A";"";"Deutschland";"4-3-3 offensiv";"41.250";"2:2";"Freundschaftsspiele";"kamerun"
NA;"Sa. 07.06.2014";"09:00";"H";"";"Moldawien";"4-3-3 offensiv";"45.000";"1:0";"Freundschaftsspiele";"kamerun"
NA;"Mi. 07.01.2015";"00:00";"H";"";"Demokratische Republik Kongo";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"kamerun"
NA;"Sa. 10.01.2015";"20:00";"H";"";"Südafrika";"4-4-2 doppel 6";"7.000";"1:1";"Freundschaftsspiele";"kamerun"
NA;"Mi. 25.03.2015";"11:00";"A";"";"Indonesien";"4-4-2 doppel 6";"5.000";"0:1";"Freundschaftsspiele";"kamerun"
NA;"Mo. 30.03.2015";"14:00";"A";"";"Thailand";"3-4-3";"49.749";"2:3";"Freundschaftsspiele";"kamerun"
NA;"Sa. 06.06.2015";"00:00";"A";"";"Burkina Faso";"?";"";"2:3";"Freundschaftsspiele";"kamerun"
NA;"Di. 09.06.2015";"unbekannt";"A";"";"Demokratische Republik Kongo";"?";"";"1:1";"Freundschaftsspiele";"kamerun"
NA;"So. 11.10.2015";"20:00";"A";"";"Nigeria";"4-4-2 doppel 6";"2.000";"3:0";"Freundschaftsspiele";"kamerun"
NA;"Mi. 06.01.2016";"15:00";"A";"";"Ruanda";"4-4-2 doppel 6";"5.000";"1:1";"Freundschaftsspiele";"kamerun"
NA;"Mo. 30.05.2016";"21:00";"A";"";"Frankreich";"4-3-3 offensiv";"37.000";"3:2";"Freundschaftsspiele";"kamerun"
NA;"Di. 06.09.2016";"20:00";"H";"";"Gabun";"4-3-3 offensiv";"10.000";"2:1";"Freundschaftsspiele";"kamerun"
NA;"Fr. 24.03.2017";"19:00";"A";"";"Tunesien";"4-4-2 doppel 6";"6.000";"0:1";"Freundschaftsspiele";"kamerun"
NA;"Di. 28.03.2017";"unbekannt";"H";"";"Guinea";"?";"";"1:2";"Freundschaftsspiele";"kamerun"
NA;"Di. 13.06.2017";"20:30";"H";"";"Kolumbien";"4-2-3-1";"7.000";"0:4";"Freundschaftsspiele";"kamerun"
NA;"So. 25.03.2018";"17:30";"A";"";"Kuwait";"4-1-3-2";"4.500";"1:3";"Freundschaftsspiele";"kamerun"
NA;"So. 27.05.2018";"15:00";"H";"";"Burkina Faso";"4-3-3 offensiv";"500";"0:1";"Freundschaftsspiele";"kamerun"
NA;"Di. 20.11.2018";"20:30";"A";"";"Brasilien";"4-3-1-2";"";"1:0";"Freundschaftsspiele";"kamerun"
NA;"So. 09.06.2019";"18:30";"H";"";"Sambia";"4-2-3-1";"";"2:1";"Freundschaftsspiele";"kamerun"
NA;"Fr. 14.06.2019";"18:00";"H";"";"Mali";"3-4-1-2";"";"1:1";"Freundschaftsspiele";"kamerun"
NA;"Sa. 12.10.2019";"19:00";"A";"";"Tunesien";"4-3-3 defensiv";"";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Mo. 24.02.2020";"15:30";"H";"";"Ruanda";"?";"8.000";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Fr. 09.10.2020";"14:00";"A";"";"Japan";"4-1-4-1";"";"0:0";"Freundschaftsspiele";"kamerun"
NA;"Fr. 04.06.2021";"21:30";"A";"";"Nigeria";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"kamerun"
NA;"Di. 08.06.2021";"18:00";"H";"";"Nigeria";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"kamerun"
"Gruppe G";"Do. 24.11.2022";"11:00";"A";"";"Schweiz";"?";"";"-:-";"Weltmeisterschaft 2022";"kamerun"
"Gruppe G";"Mo. 28.11.2022";"11:00";"H";"";"Serbien";"?";"";"-:-";"Weltmeisterschaft 2022";"kamerun"
"Gruppe G";"Fr. 02.12.2022";"20:00";"H";"";"Brasilien";"?";"";"-:-";"Weltmeisterschaft 2022";"kamerun"
NA;"Fr. 23.09.2022";"unbekannt";"A";"";"Usbekistan";"";"";"-:-";"Freundschaftsspiele";"kamerun"
NA;"Di. 27.09.2022";"unbekannt";"A";"";"Südkorea";"";"";"-:-";"Freundschaftsspiele";"kamerun"
NA;"Mi. 03.03.2010";"19:45";"H";"";"Schweden";"3-5-2 flach";"8.258";"0:1";"Freundschaftsspiele";"wales"
NA;"So. 23.05.2010";"19:00";"A";"";"Kroatien";"4-4-2";"12.000";"2:0";"Freundschaftsspiele";"wales"
NA;"Mi. 11.08.2010";"00:00";"H";"";"Luxemburg";"?";"10.000";"5:1";"Freundschaftsspiele";"wales"
NA;"Di. 08.02.2011";"21:00";"A";"";"Irland";"4-2-3-1";"19.783";"3:0";"Freundschaftsspiele";"wales"
NA;"Mi. 25.05.2011";"20:45";"H";"";"Schottland";"4-4-2";"6.036";"1:3";"Freundschaftsspiele";"wales"
NA;"Fr. 27.05.2011";"20:45";"H";"";"Nordirland";"4-4-2";"529";"2:0";"Freundschaftsspiele";"wales"
NA;"Mi. 10.08.2011";"20:45";"H";"";"Australien";"4-2-3-1";"6.378";"1:2";"Freundschaftsspiele";"wales"
NA;"Sa. 12.11.2011";"16:00";"H";"";"Norwegen";"4-1-4-1";"12.637";"4:1";"Freundschaftsspiele";"wales"
NA;"Mi. 29.02.2012";"20:45";"H";"";"Costa Rica";"4-2-3-1";"23.193";"0:1";"Freundschaftsspiele";"wales"
NA;"So. 27.05.2012";"21:05";"A";"";"Mexiko";"4-4-2 doppel 6";"35.518";"2:0";"Freundschaftsspiele";"wales"
NA;"Mi. 15.08.2012";"20:45";"H";"";"Bosnien-Herzegowina";"4-4-2";"6.253";"0:2";"Freundschaftsspiele";"wales"
NA;"Mi. 06.02.2013";"20:45";"H";"";"Österreich";"4-1-4-1";"8.000";"2:1";"Freundschaftsspiele";"wales"
NA;"Mi. 14.08.2013";"20:45";"H";"";"Irland";"4-2-3-1";"20.000";"0:0";"Freundschaftsspiele";"wales"
NA;"Sa. 16.11.2013";"19:00";"H";"";"Finnland";"4-5-1 flach";"11.809";"1:1";"Freundschaftsspiele";"wales"
NA;"Mi. 05.03.2014";"20:45";"H";"";"Island";"4-1-4-1";"13.219";"3:1";"Freundschaftsspiele";"wales"
NA;"Mi. 04.06.2014";"20:30";"A";"";"Niederlande";"4-1-4-1";"51.000";"2:0";"Freundschaftsspiele";"wales"
NA;"Fr. 13.11.2015";"20:45";"H";"";"Niederlande";"5-4-1 flach";"25.669";"2:3";"Freundschaftsspiele";"wales"
NA;"Do. 24.03.2016";"20:45";"H";"";"Nordirland";"4-2-3-1";"21.855";"1:1";"Freundschaftsspiele";"wales"
NA;"Mo. 28.03.2016";"20:00";"A";"";"Ukraine";"5-3-2";"20.000";"1:0";"Freundschaftsspiele";"wales"
NA;"So. 05.06.2016";"16:00";"A";"";"Schweden";"5-4-1 flach";"37.942";"3:0";"Freundschaftsspiele";"wales"
NA;"Fr. 10.11.2017";"21:00";"A";"";"Frankreich";"5-3-2";"50.000";"2:0";"Freundschaftsspiele";"wales"
NA;"Di. 14.11.2017";"20:45";"H";"";"Panama";"4-2-3-1";"13.737";"1:1";"Freundschaftsspiele";"wales"
NA;"Do. 22.03.2018";"12:35";"A";"";"China";"3-4-2-1";"36.573";"0:6";"Freundschaftsspiele";"wales"
NA;"Mo. 26.03.2018";"13:35";"H";"";"Uruguay";"5-4-1 flach";"41.016";"0:1";"Freundschaftsspiele";"wales"
NA;"Di. 29.05.2018";"03:00";"A";"";"Mexiko";"4-2-3-1";"82.345";"0:0";"Freundschaftsspiele";"wales"
NA;"Do. 11.10.2018";"20:45";"H";"";"Spanien";"3-4-2-1";"50.232";"1:4";"Freundschaftsspiele";"wales"
NA;"Di. 20.11.2018";"20:00";"A";"";"Albanien";"4-2-3-1";"5.000";"1:0";"Freundschaftsspiele";"wales"
NA;"Mi. 20.03.2019";"20:45";"H";"";"Trinidad und Tobago";"4-4-2 doppel 6";"10.326";"1:0";"Freundschaftsspiele";"wales"
NA;"Mo. 09.09.2019";"20:45";"H";"";"Belarus";"4-2-3-1";"7.666";"1:0";"Freundschaftsspiele";"wales"
NA;"Do. 08.10.2020";"21:00";"A";"";"England";"4-2-3-1";"x";"3:0";"Freundschaftsspiele";"wales"
NA;"Do. 12.11.2020";"20:45";"H";"";"Vereinigte Staaten";"4-2-3-1";"x";"0:0";"Freundschaftsspiele";"wales"
NA;"Sa. 27.03.2021";"21:00";"H";"";"Mexiko";"3-4-3 flach";"x";"1:0";"Freundschaftsspiele";"wales"
NA;"Mi. 02.06.2021";"21:05";"A";"";"Frankreich";"4-3-3 offensiv";"x";"3:0";"Freundschaftsspiele";"wales"
NA;"Sa. 05.06.2021";"18:00";"H";"";"Albanien";"5-4-1 flach";"";"0:0";"Freundschaftsspiele";"wales"
NA;"Mi. 01.09.2021";"18:00";"A";"";"Finnland";"3-4-2-1";"";"0:0";"Freundschaftsspiele";"wales"
"Gruppe B";"Mo. 21.11.2022";"20:00";"A";"";"Vereinigte Staaten";"?";"";"-:-";"Weltmeisterschaft 2022";"wales"
"Gruppe B";"Fr. 25.11.2022";"11:00";"H";"";"Iran";"?";"";"-:-";"Weltmeisterschaft 2022";"wales"
"Gruppe B";"Di. 29.11.2022";"20:00";"H";"";"England";"?";"";"-:-";"Weltmeisterschaft 2022";"wales"
NA;"Di. 29.03.2022";"20:45";"H";"";"Tschechien";"3-4-1-2";"12.912";"1:1";"Freundschaftsspiele";"wales"
"Gruppe A";"Fr. 11.06.2010";"16:00";"A";"";"Südafrika";"4-3-3 offensiv";"84.490";"1:1";"Weltmeisterschaft 2010";"mexiko"
"Gruppe A";"Do. 17.06.2010";"20:30";"A";"";"Frankreich";"4-3-3 offensiv";"35.370";"0:2";"Weltmeisterschaft 2010";"mexiko"
"Gruppe A";"Di. 22.06.2010";"16:00";"H";"";"Uruguay";"3-4-3";"33.425";"0:1";"Weltmeisterschaft 2010";"mexiko"
"Achtelfinale";"So. 27.06.2010";"20:30";"A";"";"Argentinien";"4-4-2 doppel 6";"84.377";"3:1";"Weltmeisterschaft 2010";"mexiko"
NA;"Do. 25.02.2010";"05:00";"H";"";"Bolivien";"4-4-2 Raute";"";"5:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 04.03.2010";"04:00";"H";"";"Neuseeland";"4-4-2 doppel 6";"";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 18.03.2010";"04:00";"H";"";"Nordkorea";"4-4-2 doppel 6";"";"2:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 25.03.2010";"01:00";"H";"";"Island";"4-4-2 doppel 6";"63.277";"0:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 08.05.2010";"03:00";"H";"";"Ecuador";"4-4-2 doppel 6";"";"0:0";"Freundschaftsspiele";"mexiko"
NA;"Mo. 10.05.2010";"23:00";"H";"";"Senegal";"4-4-2 doppel 6";"";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 13.05.2010";"23:00";"H";"";"Angola";"4-4-2 doppel 6";"70.099";"1:0";"Freundschaftsspiele";"mexiko"
NA;"So. 16.05.2010";"19:00";"H";"";"Chile";"4-2-3-1";"105.000";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Mo. 24.05.2010";"21:00";"A";"";"England";"4-4-2 doppel 6";"88.638";"3:1";"Freundschaftsspiele";"mexiko"
NA;"Mi. 26.05.2010";"20:00";"A";"";"Niederlande";"4-4-2 doppel 6";"20.000";"2:1";"Freundschaftsspiele";"mexiko"
NA;"So. 30.05.2010";"17:30";"H";"";"Gambia";"4-4-2 doppel 6";"5.000";"5:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 03.06.2010";"19:15";"A";"";"Italien";"4-5-1";"20.000";"1:2";"Freundschaftsspiele";"mexiko"
NA;"Mi. 11.08.2010";"22:00";"H";"";"Spanien";"5-3-2";"100.000";"1:1";"Freundschaftsspiele";"mexiko"
NA;"So. 05.09.2010";"03:00";"H";"";"Ecuador";"3-4-3";"19.000";"1:2";"Freundschaftsspiele";"mexiko"
NA;"Mi. 08.09.2010";"04:00";"H";"";"Kolumbien";"4-2-3-1";"38.000";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 13.10.2010";"04:00";"H";"";"Venezuela";"4-4-2 doppel 6";"22.300";"2:2";"Freundschaftsspiele";"mexiko"
NA;"Do. 10.02.2011";"02:00";"H";"";"Bosnien-Herzegowina";"4-2-3-1";"50.507";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 26.03.2011";"22:00";"H";"";"Paraguay";"4-2-3-1";"";"3:1";"Freundschaftsspiele";"mexiko"
NA;"Mi. 30.03.2011";"05:00";"H";"";"Venezuela";"4-4-2 doppel 6";"70.561";"1:1";"Freundschaftsspiele";"mexiko"
NA;"Sa. 28.05.2011";"22:00";"H";"";"Ecuador";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 02.06.2011";"04:00";"H";"";"Neuseeland";"4-2-3-1";"45.401";"3:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 11.08.2011";"03:00";"A";"";"Vereinigte Staaten";"4-2-3-1";"30.132";"1:1";"Freundschaftsspiele";"mexiko"
NA;"Fr. 02.09.2011";"20:30";"A";"";"Polen";"4-2-3-1";"18.000";"1:1";"Freundschaftsspiele";"mexiko"
NA;"So. 04.09.2011";"21:00";"H";"";"Chile";"4-2-3-1";"7.210";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 12.10.2011";"03:30";"H";"";"Brasilien";"4-2-3-1";"";"1:2";"Freundschaftsspiele";"mexiko"
NA;"Sa. 12.11.2011";"03:00";"H";"";"Serbien";"4-2-3-1";"35.000";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 26.01.2012";"03:00";"H";"";"Venezuela";"4-2-3-1";"40.128";"3:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 01.03.2012";"02:00";"H";"";"Kolumbien";"4-2-3-1";"";"0:2";"Freundschaftsspiele";"mexiko"
NA;"So. 27.05.2012";"21:05";"H";"";"Wales";"4-2-3-1";"35.518";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Fr. 01.06.2012";"03:00";"H";"";"Bosnien-Herzegowina";"4-2-3-1";"51.240";"2:1";"Freundschaftsspiele";"mexiko"
NA;"So. 03.06.2012";"22:00";"H";"";"Brasilien";"4-2-3-1";"84.516";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 16.08.2012";"02:00";"H";"";"Vereinigte Staaten";"4-2-3-1";"56.000";"0:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 31.01.2013";"04:00";"H";"";"Dänemark";"4-4-2 doppel 6";"43.345";"1:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 18.04.2013";"05:00";"A";"";"Peru";"4-4-2 doppel 6";"";"0:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 01.06.2013";"03:00";"H";"";"Nigeria";"4-4-2 doppel 6";"62.000";"2:2";"Freundschaftsspiele";"mexiko"
NA;"Do. 15.08.2013";"02:30";"H";"";"Elfenbeinküste";"4-3-3 offensiv";"35.671";"4:1";"Freundschaftsspiele";"mexiko"
"Gruppe A";"Fr. 13.06.2014";"18:00";"H";"";"Kamerun";"5-3-2";"38.958";"1:0";"Weltmeisterschaft 2014";"mexiko"
"Gruppe A";"Di. 17.06.2014";"21:00";"A";"";"Brasilien";"5-3-2";"60.342";"0:0";"Weltmeisterschaft 2014";"mexiko"
"Gruppe A";"Mo. 23.06.2014";"22:00";"A";"";"Kroatien";"5-3-2";"41.212";"1:3";"Weltmeisterschaft 2014";"mexiko"
"Achtelfinale";"So. 29.06.2014";"18:00";"A";"";"Niederlande";"3-5-2 flach";"58.817";"2:1";"Weltmeisterschaft 2014";"mexiko"
NA;"Do. 30.01.2014";"03:00";"H";"";"Südkorea";"5-3-2";"54.313";"4:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 06.03.2014";"02:30";"H";"";"Nigeria";"5-3-2";"68.212";"0:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 03.04.2014";"05:00";"A";"";"Vereinigte Staaten";"5-3-2";"59.066";"2:2";"Freundschaftsspiele";"mexiko"
NA;"Do. 29.05.2014";"03:30";"H";"";"Israel";"4-4-2 doppel 6";"80.000";"3:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 31.05.2014";"21:00";"H";"";"Ecuador";"5-3-2";"75.000";"3:1";"Freundschaftsspiele";"mexiko"
NA;"Mi. 04.06.2014";"03:30";"A";"";"Bosnien-Herzegowina";"5-3-2";"51.240";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 07.06.2014";"02:30";"H";"";"Portugal";"4-1-3-2";"56.292";"0:1";"Freundschaftsspiele";"mexiko"
NA;"So. 07.09.2014";"04:00";"A";"";"Chile";"3-5-2 flach";"67.175";"0:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 10.09.2014";"04:00";"A";"";"Bolivien";"5-3-2";"18.136";"0:1";"Freundschaftsspiele";"mexiko"
NA;"Fr. 10.10.2014";"03:00";"H";"";"Honduras";"3-5-2 flach";"";"2:0";"Freundschaftsspiele";"mexiko"
NA;"So. 12.10.2014";"23:00";"H";"";"Panama";"3-5-2 flach";"";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 12.11.2014";"20:30";"A";"";"Niederlande";"5-3-2";"40.500";"2:3";"Freundschaftsspiele";"mexiko"
NA;"Di. 18.11.2014";"18:00";"A";"";"Belarus";"3-4-3 flach";"6.700";"3:2";"Freundschaftsspiele";"mexiko"
NA;"So. 29.03.2015";"03:30";"H";"";"Ecuador";"3-5-2 flach";"90.000";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 01.04.2015";"03:00";"H";"";"Paraguay";"5-3-2";"35.000";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 16.04.2015";"03:00";"A";"";"Vereinigte Staaten";"5-3-2";"64.369";"2:0";"Freundschaftsspiele";"mexiko"
NA;"So. 31.05.2015";"00:00";"H";"";"Guatemala";"5-3-2";"";"3:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 03.06.2015";"00:00";"A";"";"Peru";"5-3-2";"";"1:1";"Freundschaftsspiele";"mexiko"
NA;"So. 07.06.2015";"22:00";"A";"";"Brasilien";"5-3-2";"43.600";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 27.06.2015";"00:01";"H";"";"Costa Rica";"5-3-2";"53.629";"2:2";"Freundschaftsspiele";"mexiko"
NA;"Mi. 01.07.2015";"03:30";"A";"";"Honduras";"4-4-2 doppel 6";"70.128";"0:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 05.09.2015";"04:00";"H";"";"Trinidad und Tobago";"4-4-2 doppel 6";"35.000";"3:3";"Freundschaftsspiele";"mexiko"
NA;"Mi. 09.09.2015";"04:30";"H";"";"Argentinien";"5-3-2";"82.559";"2:2";"Freundschaftsspiele";"mexiko"
NA;"Mi. 14.10.2015";"04:00";"H";"";"Panama";"4-4-2 doppel 6";"";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 11.02.2016";"02:35";"H";"";"Senegal";"4-2-3-1";"15.588";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 28.05.2016";"23:00";"H";"";"Paraguay";"3-4-2-1";"63.049";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Do. 02.06.2016";"04:00";"H";"";"Chile";"4-3-3 offensiv";"68.000";"1:0";"Freundschaftsspiele";"mexiko"
NA;"So. 09.10.2016";"00:00";"H";"";"Neuseeland";"?";"40.287";"2:1";"Freundschaftsspiele";"mexiko"
NA;"Mi. 12.10.2016";"03:30";"H";"";"Panama";"?";"";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 08.02.2017";"04:06";"H";"";"Island";"3-4-3";"30.617";"1:0";"Freundschaftsspiele";"mexiko"
NA;"So. 28.05.2017";"01:30";"H";"";"Kroatien";"4-3-3 offensiv";"62.317";"1:2";"Freundschaftsspiele";"mexiko"
NA;"Fr. 02.06.2017";"02:30";"H";"";"Irland";"4-3-3 offensiv";"42.017";"3:1";"Freundschaftsspiele";"mexiko"
NA;"Do. 29.06.2017";"03:00";"H";"";"Ghana";"4-3-3 offensiv";"37.617";"1:0";"Freundschaftsspiele";"mexiko"
NA;"So. 02.07.2017";"02:30";"H";"";"Paraguay";"4-2-3-1";"40.000";"2:1";"Freundschaftsspiele";"mexiko"
NA;"Fr. 10.11.2017";"20:45";"A";"";"Belgien";"4-3-3 defensiv";"40.965";"3:3";"Freundschaftsspiele";"mexiko"
NA;"Mo. 13.11.2017";"20:45";"A";"";"Polen";"4-3-3 offensiv";"32.736";"0:1";"Freundschaftsspiele";"mexiko"
"Gruppe F";"So. 17.06.2018";"17:00";"A";"";"Deutschland";"4-2-3-1";"78.011";"0:1";"Weltmeisterschaft 2018";"mexiko"
"Gruppe F";"Sa. 23.06.2018";"17:00";"A";"";"Südkorea";"4-4-2 doppel 6";"43.472";"1:2";"Weltmeisterschaft 2018";"mexiko"
"Gruppe F";"Mi. 27.06.2018";"16:00";"H";"";"Schweden";"4-2-3-1";"33.061";"0:3";"Weltmeisterschaft 2018";"mexiko"
"Achtelfinale";"Mo. 02.07.2018";"16:00";"A";"";"Brasilien";"4-3-3 offensiv";"41.970";"2:0";"Weltmeisterschaft 2018";"mexiko"
NA;"Do. 01.02.2018";"03:00";"H";"";"Bosnien-Herzegowina";"4-3-3 offensiv";"26.867";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 24.03.2018";"03:00";"H";"";"Island";"3-5-2 flach";"68.917";"3:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 28.03.2018";"04:00";"H";"";"Kroatien";"3-4-3";"79.128";"0:1";"Freundschaftsspiele";"mexiko"
NA;"Di. 29.05.2018";"03:00";"H";"";"Wales";"4-3-3 offensiv";"82.345";"0:0";"Freundschaftsspiele";"mexiko"
NA;"So. 03.06.2018";"02:00";"H";"";"Schottland";"4-2-3-1";"70.993";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 09.06.2018";"20:00";"A";"";"Dänemark";"4-1-4-1";"16.376";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 08.09.2018";"04:05";"H";"";"Uruguay";"4-4-2";"60.617";"1:4";"Freundschaftsspiele";"mexiko"
NA;"Mi. 12.09.2018";"03:10";"A";"";"Vereinigte Staaten";"5-4-1 flach";"40.194";"1:0";"Freundschaftsspiele";"mexiko"
NA;"Fr. 12.10.2018";"03:30";"H";"";"Costa Rica";"4-2-3-1";"35.827";"3:2";"Freundschaftsspiele";"mexiko"
NA;"Mi. 17.10.2018";"03:45";"H";"";"Chile";"4-2-3-1";"33.000";"0:1";"Freundschaftsspiele";"mexiko"
NA;"Sa. 17.11.2018";"01:00";"A";"";"Argentinien";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Mi. 21.11.2018";"01:00";"A";"";"Argentinien";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"mexiko"
NA;"Sa. 23.03.2019";"03:15";"H";"";"Chile";"4-3-3 offensiv";"49.617";"3:1";"Freundschaftsspiele";"mexiko"
NA;"Mi. 27.03.2019";"03:00";"H";"";"Paraguay";"4-3-3 offensiv";"";"4:2";"Freundschaftsspiele";"mexiko"
NA;"Do. 06.06.2019";"03:00";"H";"";"Venezuela";"4-3-3 offensiv";"";"3:1";"Freundschaftsspiele";"mexiko"
