"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
NA;"Di. 31.03.2015";"20:45";"A";"";"Niederlande";"4-3-3 offensiv";"51.500";"2:0";"Freundschaftsspiele";"spanien"
NA;"Do. 11.06.2015";"22:00";"H";"";"Costa Rica";"4-3-3 offensiv";"13.000";"2:1";"Freundschaftsspiele";"spanien"
NA;"Fr. 13.11.2015";"20:45";"H";"";"England";"4-3-3 offensiv";"29.500";"2:0";"Freundschaftsspiele";"spanien"
NA;"Do. 24.03.2016";"20:45";"A";"";"Italien";"4-3-3 offensiv";"23.300";"1:1";"Freundschaftsspiele";"spanien"
NA;"So. 27.03.2016";"20:45";"A";"";"Rumänien";"4-3-3 offensiv";"26.998";"0:0";"Freundschaftsspiele";"spanien"
NA;"So. 29.05.2016";"18:00";"H";"";"Bosnien-Herzegowina";"4-3-3 offensiv";"14.000";"3:1";"Freundschaftsspiele";"spanien"
NA;"Mi. 01.06.2016";"16:30";"H";"";"Südkorea";"4-3-3 offensiv";"31.800";"6:1";"Freundschaftsspiele";"spanien"
NA;"Di. 07.06.2016";"20:45";"H";"";"Georgien";"4-3-3 offensiv";"14.400";"0:1";"Freundschaftsspiele";"spanien"
NA;"Do. 01.09.2016";"20:45";"A";"";"Belgien";"4-3-3 offensiv";"28.000";"0:2";"Freundschaftsspiele";"spanien"
NA;"Di. 15.11.2016";"21:00";"A";"";"England";"3-4-2-1";"83.716";"2:2";"Freundschaftsspiele";"spanien"
NA;"Di. 28.03.2017";"21:00";"A";"";"Frankreich";"4-3-3 offensiv";"79.021";"0:2";"Freundschaftsspiele";"spanien"
NA;"Mi. 07.06.2017";"21:30";"H";"";"Kolumbien";"4-3-3 offensiv";"31.179";"2:2";"Freundschaftsspiele";"spanien"
NA;"Sa. 11.11.2017";"21:30";"H";"";"Costa Rica";"4-3-3 offensiv";"30.000";"5:0";"Freundschaftsspiele";"spanien"
NA;"Di. 14.11.2017";"19:45";"A";"";"Russland";"4-3-3 offensiv";"45.486";"3:3";"Freundschaftsspiele";"spanien"
"Gruppe B";"Fr. 15.06.2018";"20:00";"A";"";"Portugal";"4-3-3 offensiv";"43.866";"3:3";"Weltmeisterschaft 2018";"spanien"
"Gruppe B";"Mi. 20.06.2018";"20:00";"A";"";"Iran";"4-1-4-1";"42.718";"0:1";"Weltmeisterschaft 2018";"spanien"
"Gruppe B";"Mo. 25.06.2018";"20:00";"H";"";"Marokko";"4-3-3 offensiv";"33.973";"2:2";"Weltmeisterschaft 2018";"spanien"
"Achtelfinale";"So. 01.07.2018";"16:00";"H";"";"Russland";"4-3-3 offensiv";"78.011";"4:5  n.E.";"Weltmeisterschaft 2018";"spanien"
NA;"Fr. 23.03.2018";"20:45";"A";"";"Deutschland";"4-3-3 offensiv";"50.653";"1:1";"Freundschaftsspiele";"spanien"
NA;"Di. 27.03.2018";"21:30";"H";"";"Argentinien";"4-3-3 offensiv";"65.541";"6:1";"Freundschaftsspiele";"spanien"
NA;"So. 03.06.2018";"21:00";"H";"";"Schweiz";"4-3-3 offensiv";"18.350";"1:1";"Freundschaftsspiele";"spanien"
NA;"Sa. 09.06.2018";"20:45";"A";"";"Tunesien";"4-3-3 offensiv";"33.116";"0:1";"Freundschaftsspiele";"spanien"
NA;"Do. 11.10.2018";"20:45";"A";"";"Wales";"4-3-3 offensiv";"50.232";"1:4";"Freundschaftsspiele";"spanien"
NA;"So. 18.11.2018";"20:45";"H";"";"Bosnien-Herzegowina";"4-1-4-1";"17.798";"1:0";"Freundschaftsspiele";"spanien"
NA;"Mi. 07.10.2020";"20:45";"A";"";"Portugal";"4-3-3 offensiv";"2.500";"0:0";"Freundschaftsspiele";"spanien"
NA;"Mi. 11.11.2020";"20:45";"A";"";"Niederlande";"4-3-3 offensiv";"x";"1:1";"Freundschaftsspiele";"spanien"
NA;"Fr. 04.06.2021";"19:30";"H";"";"Portugal";"4-3-3 offensiv";"15.000";"0:0";"Freundschaftsspiele";"spanien"
NA;"Di. 08.06.2021";"20:45";"H";"";"Litauen";"4-3-3 offensiv";"";"4:0";"Freundschaftsspiele";"spanien"
"Gruppe E";"Mi. 23.11.2022";"17:00";"H";"";"Costa Rica";"?";"";"-:-";"Weltmeisterschaft 2022";"spanien"
"Gruppe E";"So. 27.11.2022";"20:00";"H";"";"Deutschland";"?";"";"-:-";"Weltmeisterschaft 2022";"spanien"
"Gruppe E";"Do. 01.12.2022";"20:00";"A";"";"Japan";"?";"";"-:-";"Weltmeisterschaft 2022";"spanien"
NA;"Sa. 26.03.2022";"19:45";"H";"";"Albanien";"4-3-3 offensiv";"";"2:1";"Freundschaftsspiele";"spanien"
NA;"Di. 29.03.2022";"20:45";"H";"";"Island";"4-3-3 offensiv";"28.117";"5:0";"Freundschaftsspiele";"spanien"
"Gruppe B";"Sa. 12.06.2010";"16:00";"H";"";"Nigeria";"4-4-2 Raute";"55.686";"1:0";"Weltmeisterschaft 2010";"argentinien"
"Gruppe B";"Do. 17.06.2010";"13:30";"H";"";"Südkorea";"4-4-2 Raute";"82.174";"4:1";"Weltmeisterschaft 2010";"argentinien"
"Gruppe B";"Di. 22.06.2010";"20:30";"A";"";"Griechenland";"4-4-2 Raute";"38.891";"0:2";"Weltmeisterschaft 2010";"argentinien"
"Achtelfinale";"So. 27.06.2010";"20:30";"H";"";"Mexiko";"4-4-2 Raute";"84.377";"3:1";"Weltmeisterschaft 2010";"argentinien"
"Viertelfinale";"Sa. 03.07.2010";"16:00";"H";"";"Deutschland";"4-4-2 Raute";"64.100";"0:4";"Weltmeisterschaft 2010";"argentinien"
NA;"Mi. 27.01.2010";"02:00";"H";"";"Costa Rica";"4-4-2 Raute";"19.000";"3:2";"Freundschaftsspiele";"argentinien"
NA;"Do. 11.02.2010";"02:00";"H";"";"Jamaika";"4-4-2 Raute";"20.000";"2:1";"Freundschaftsspiele";"argentinien"
NA;"Mi. 03.03.2010";"20:45";"A";"";"Deutschland";"4-4-2 doppel 6";"65.152";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Mi. 05.05.2010";"23:00";"H";"";"Haiti";"4-4-2 Raute";"";"4:0";"Freundschaftsspiele";"argentinien"
NA;"Mo. 24.05.2010";"21:00";"H";"";"Kanada";"4-4-2 Raute";"52.000";"5:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 11.08.2010";"20:45";"A";"";"Irland";"4-4-2 doppel 6";"45.200";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 07.09.2010";"22:00";"H";"";"Spanien";"4-3-3 offensiv";"65.000";"4:1";"Freundschaftsspiele";"argentinien"
NA;"Fr. 08.10.2010";"12:50";"A";"";"Japan";"4-3-3 defensiv";"57.735";"1:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 17.11.2010";"18:00";"H";"";"Brasilien";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 09.02.2011";"21:00";"A";"";"Portugal";"4-3-3 offensiv";"30.000";"1:2";"Freundschaftsspiele";"argentinien"
NA;"Mi. 16.03.2011";"00:00";"H";"";"Venezuela";"?";"25.000";"4:1";"Freundschaftsspiele";"argentinien"
NA;"So. 27.03.2011";"00:10";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"78.936";"1:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 29.03.2011";"03:00";"A";"";"Costa Rica";"4-3-3 offensiv";"35.000";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Do. 21.04.2011";"01:00";"H";"";"Ecuador";"?";"";"2:2";"Freundschaftsspiele";"argentinien"
NA;"Mi. 25.05.2011";"21:00";"H";"";"Paraguay";"4-4-2 Raute";"";"4:2";"Freundschaftsspiele";"argentinien"
NA;"Mi. 01.06.2011";"20:00";"A";"";"Nigeria";"4-3-3 offensiv";"";"4:1";"Freundschaftsspiele";"argentinien"
NA;"So. 05.06.2011";"17:00";"A";"";"Polen";"4-4-2 doppel 6";"12.000";"2:1";"Freundschaftsspiele";"argentinien"
NA;"Mo. 20.06.2011";"20:00";"H";"";"Albanien";"4-3-3 offensiv";"";"4:0";"Freundschaftsspiele";"argentinien"
NA;"Fr. 02.09.2011";"15:30";"A";"";"Venezuela";"4-2-3-1";"90.000";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 06.09.2011";"15:00";"H";"";"Nigeria";"3-4-3";"20.000";"3:1";"Freundschaftsspiele";"argentinien"
NA;"Do. 15.09.2011";"02:50";"H";"";"Brasilien";"3-5-2";"";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Do. 29.09.2011";"02:50";"A";"";"Brasilien";"3-4-2-1";"43.038";"2:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 29.02.2012";"20:30";"A";"";"Schweiz";"4-4-2 doppel 6";"30.250";"1:3";"Freundschaftsspiele";"argentinien"
NA;"Sa. 09.06.2012";"15:00";"H";"";"Brasilien";"4-4-2 doppel 6";"81.994";"4:3";"Freundschaftsspiele";"argentinien"
NA;"Mi. 15.08.2012";"20:45";"A";"";"Deutschland";"4-4-2 doppel 6";"48.808";"1:3";"Freundschaftsspiele";"argentinien"
NA;"Do. 20.09.2012";"03:00";"A";"";"Brasilien";"5-3-2";"37.871";"2:1";"Freundschaftsspiele";"argentinien"
NA;"Mi. 14.11.2012";"18:00";"A";"";"Saudi-Arabien";"4-2-3-1";"51.000";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Do. 22.11.2012";"01:00";"H";"";"Brasilien";"5-3-2";"32.000";"2:1";"Freundschaftsspiele";"argentinien"
NA;"Mi. 06.02.2013";"20:30";"A";"";"Schweden";"4-2-3-1";"49.646";"2:3";"Freundschaftsspiele";"argentinien"
NA;"Sa. 15.06.2013";"04:00";"A";"";"Guatemala";"4-2-3-1";"23.000";"0:4";"Freundschaftsspiele";"argentinien"
NA;"Mi. 14.08.2013";"20:45";"A";"";"Italien";"4-3-3 offensiv";"35.000";"1:2";"Freundschaftsspiele";"argentinien"
NA;"Sa. 16.11.2013";"02:00";"A";"";"Ecuador";"4-3-3 offensiv";"38.000";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Di. 19.11.2013";"02:30";"H";"";"Bosnien-Herzegowina";"4-3-3 offensiv";"35.000";"2:0";"Freundschaftsspiele";"argentinien"
"Gruppe F";"Mo. 16.06.2014";"00:00";"H";"";"Bosnien-Herzegowina";"5-3-2";"74.738";"2:1";"Weltmeisterschaft 2014";"argentinien"
"Gruppe F";"Sa. 21.06.2014";"18:00";"H";"";"Iran";"4-4-2 Raute";"57.698";"1:0";"Weltmeisterschaft 2014";"argentinien"
"Gruppe F";"Mi. 25.06.2014";"18:00";"A";"";"Nigeria";"4-4-2 Raute";"43.285";"2:3";"Weltmeisterschaft 2014";"argentinien"
"Achtelfinale";"Di. 01.07.2014";"18:00";"H";"";"Schweiz";"4-2-3-1";"63.255";"1:0  n.V.";"Weltmeisterschaft 2014";"argentinien"
"Viertelfinale";"Sa. 05.07.2014";"18:00";"H";"";"Belgien";"4-2-3-1";"68.551";"1:0";"Weltmeisterschaft 2014";"argentinien"
"Halbfinale";"Mi. 09.07.2014";"22:00";"A";"";"Niederlande";"4-4-1-1";"63.267";"2:4  n.E.";"Weltmeisterschaft 2014";"argentinien"
"Finale";"So. 13.07.2014";"21:00";"A";"";"Deutschland";"4-2-3-1";"74.738";"1:0  n.V.";"Weltmeisterschaft 2014";"argentinien"
NA;"Mi. 05.03.2014";"20:00";"A";"";"Rumänien";"4-2-3-1";"45.034";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Do. 05.06.2014";"00:15";"H";"";"Trinidad und Tobago";"4-2-3-1";"40.000";"3:0";"Freundschaftsspiele";"argentinien"
NA;"Sa. 07.06.2014";"20:45";"H";"";"Slowenien";"4-3-3 offensiv";"53.000";"2:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 03.09.2014";"20:45";"A";"";"Deutschland";"4-2-3-1";"51.132";"2:4";"Freundschaftsspiele";"argentinien"
NA;"Sa. 11.10.2014";"14:05";"A";"";"Brasilien";"4-2-3-1";"52.313";"2:0";"Freundschaftsspiele";"argentinien"
NA;"Di. 14.10.2014";"14:00";"A";"";"Hongkong";"4-2-3-1";"20.230";"0:7";"Freundschaftsspiele";"argentinien"
NA;"Mi. 12.11.2014";"20:45";"H";"";"Kroatien";"4-2-3-1";"25.000";"2:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 18.11.2014";"20:45";"H";"";"Portugal";"4-2-3-1";"41.233";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Sa. 28.03.2015";"21:30";"A";"";"El Salvador";"4-4-2";"53.968";"0:2";"Freundschaftsspiele";"argentinien"
NA;"Mi. 01.04.2015";"02:00";"H";"";"Ecuador";"4-2-3-1";"48.000";"2:1";"Freundschaftsspiele";"argentinien"
NA;"So. 07.06.2015";"01:00";"H";"";"Bolivien";"4-3-3 offensiv";"18.000";"5:0";"Freundschaftsspiele";"argentinien"
NA;"Sa. 05.09.2015";"02:30";"H";"";"Bolivien";"4-2-3-1";"";"7:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 09.09.2015";"04:30";"A";"";"Mexiko";"4-3-3 offensiv";"82.559";"2:2";"Freundschaftsspiele";"argentinien"
NA;"Sa. 28.05.2016";"01:00";"H";"";"Honduras";"4-2-3-1";"18.000";"1:0";"Freundschaftsspiele";"argentinien"
NA;"Fr. 09.06.2017";"12:05";"A";"";"Brasilien";"3-4-2-1";"95.569";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 13.06.2017";"14:00";"A";"";"Singapur";"3-3-3-1";"28.000";"0:6";"Freundschaftsspiele";"argentinien"
NA;"Sa. 11.11.2017";"14:00";"A";"";"Russland";"3-5-2 flach";"78.750";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 14.11.2017";"17:30";"H";"";"Nigeria";"3-5-2";"22.739";"2:4";"Freundschaftsspiele";"argentinien"
"Gruppe D";"Sa. 16.06.2018";"15:00";"H";"";"Island";"4-2-3-1";"44.190";"1:1";"Weltmeisterschaft 2018";"argentinien"
"Gruppe D";"Do. 21.06.2018";"20:00";"H";"";"Kroatien";"3-4-2-1";"43.319";"0:3";"Weltmeisterschaft 2018";"argentinien"
"Gruppe D";"Di. 26.06.2018";"20:00";"A";"";"Nigeria";"4-3-3 offensiv";"64.468";"1:2";"Weltmeisterschaft 2018";"argentinien"
"Achtelfinale";"Sa. 30.06.2018";"16:00";"A";"";"Frankreich";"4-3-3 offensiv";"42.873";"4:3";"Weltmeisterschaft 2018";"argentinien"
NA;"Fr. 23.03.2018";"20:45";"H";"";"Italien";"4-2-3-1";"25.000";"2:0";"Freundschaftsspiele";"argentinien"
NA;"Di. 27.03.2018";"21:30";"A";"";"Spanien";"4-2-3-1";"65.541";"6:1";"Freundschaftsspiele";"argentinien"
NA;"Mi. 30.05.2018";"01:00";"H";"";"Haiti";"4-2-3-1";"";"4:0";"Freundschaftsspiele";"argentinien"
NA;"Sa. 08.09.2018";"05:00";"A";"";"Guatemala";"4-3-3 offensiv";"";"0:3";"Freundschaftsspiele";"argentinien"
NA;"Mi. 12.09.2018";"03:00";"H";"";"Kolumbien";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Do. 11.10.2018";"22:00";"H";"";"Irak";"4-3-3 offensiv";"18.517";"4:0";"Freundschaftsspiele";"argentinien"
NA;"Di. 16.10.2018";"20:00";"A";"";"Brasilien";"4-3-3 offensiv";"62.315";"1:0";"Freundschaftsspiele";"argentinien"
NA;"Sa. 17.11.2018";"01:00";"H";"";"Mexiko";"3-4-2-1";"";"2:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 21.11.2018";"01:00";"H";"";"Mexiko";"4-3-3 offensiv";"";"2:0";"Freundschaftsspiele";"argentinien"
NA;"Fr. 22.03.2019";"21:00";"A";"";"Venezuela";"3-4-3 flach";"20.000";"3:1";"Freundschaftsspiele";"argentinien"
NA;"Di. 26.03.2019";"20:00";"A";"";"Marokko";"4-4-2 doppel 6";"35.000";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Sa. 08.06.2019";"02:10";"H";"";"Nicaragua";"4-2-3-1";"24.250";"5:1";"Freundschaftsspiele";"argentinien"
NA;"Fr. 06.09.2019";"04:00";"A";"";"Chile";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 11.09.2019";"04:00";"H";"";"Mexiko";"4-3-3 offensiv";"";"4:0";"Freundschaftsspiele";"argentinien"
NA;"Mi. 09.10.2019";"20:45";"A";"";"Deutschland";"4-2-3-1";"45.197";"2:2";"Freundschaftsspiele";"argentinien"
NA;"So. 13.10.2019";"16:00";"H";"";"Ecuador";"4-4-2 doppel 6";"";"6:1";"Freundschaftsspiele";"argentinien"
NA;"Fr. 15.11.2019";"18:00";"A";"";"Brasilien";"4-4-2 doppel 6";"";"0:1";"Freundschaftsspiele";"argentinien"
NA;"Mo. 18.11.2019";"20:15";"H";"";"Uruguay";"4-3-3 offensiv";"";"2:2";"Freundschaftsspiele";"argentinien"
"Gruppe C";"Di. 22.11.2022";"11:00";"H";"";"Saudi-Arabien";"?";"";"-:-";"Weltmeisterschaft 2022";"argentinien"
"Gruppe C";"Sa. 26.11.2022";"20:00";"H";"";"Mexiko";"?";"";"-:-";"Weltmeisterschaft 2022";"argentinien"
"Gruppe C";"Mi. 30.11.2022";"20:00";"A";"";"Polen";"?";"";"-:-";"Weltmeisterschaft 2022";"argentinien"
NA;"So. 05.06.2022";"20:00";"H";"";"Estland";"4-4-2";"18.332";"5:0";"Freundschaftsspiele";"argentinien"
NA;"Sa. 11.06.2022";"13:00";"A";"";"Brasilien";"";"";"-:-";"Freundschaftsspiele";"argentinien"
"Gruppe E";"Mo. 14.06.2010";"13:30";"H";"";"Dänemark";"4-2-3-1";"83.465";"2:0";"Weltmeisterschaft 2010";"niederlande"
"Gruppe E";"Sa. 19.06.2010";"13:30";"H";"";"Japan";"4-2-3-1";"62.010";"1:0";"Weltmeisterschaft 2010";"niederlande"
"Gruppe E";"Do. 24.06.2010";"20:30";"A";"";"Kamerun";"4-2-3-1";"63.093";"1:2";"Weltmeisterschaft 2010";"niederlande"
"Achtelfinale";"Mo. 28.06.2010";"16:00";"H";"";"Slowakei";"4-2-3-1";"61.962";"2:1";"Weltmeisterschaft 2010";"niederlande"
"Viertelfinale";"Fr. 02.07.2010";"16:00";"H";"";"Brasilien";"4-2-3-1";"40.186";"2:1";"Weltmeisterschaft 2010";"niederlande"
"Halbfinale";"Di. 06.07.2010";"20:30";"A";"";"Uruguay";"4-2-3-1";"62.479";"2:3";"Weltmeisterschaft 2010";"niederlande"
"Finale";"So. 11.07.2010";"20:30";"H";"";"Spanien";"4-2-3-1";"84.490";"0:1  n.V.";"Weltmeisterschaft 2010";"niederlande"
NA;"Mi. 03.03.2010";"20:45";"H";"";"Vereinigte Staaten";"4-2-3-1";"46.630";"2:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 26.05.2010";"20:00";"H";"";"Mexiko";"4-2-3-1";"20.000";"2:1";"Freundschaftsspiele";"niederlande"
NA;"Di. 01.06.2010";"20:30";"H";"";"Ghana";"4-2-3-1";"45.000";"4:1";"Freundschaftsspiele";"niederlande"
NA;"Sa. 05.06.2010";"14:00";"H";"";"Ungarn";"4-2-3-1";"45.000";"6:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 11.08.2010";"20:00";"A";"";"Ukraine";"4-2-3-1";"18.051";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 17.11.2010";"20:30";"H";"";"Türkei";"4-2-3-1";"35.500";"1:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 09.02.2011";"20:30";"H";"";"Österreich";"4-2-3-1";"33.000";"3:1";"Freundschaftsspiele";"niederlande"
NA;"Sa. 04.06.2011";"21:10";"A";"";"Brasilien";"4-3-3 defensiv";"36.449";"0:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 08.06.2011";"20:00";"A";"";"Uruguay";"4-3-3 defensiv";"55.000";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Fr. 11.11.2011";"20:30";"H";"";"Schweiz";"4-3-3 offensiv";"47.500";"0:0";"Freundschaftsspiele";"niederlande"
NA;"Di. 15.11.2011";"20:45";"A";"";"Deutschland";"4-2-3-1";"51.500";"3:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 29.02.2012";"21:00";"A";"";"England";"4-2-3-1";"76.283";"2:3";"Freundschaftsspiele";"niederlande"
NA;"Sa. 26.05.2012";"20:00";"H";"";"Bulgarien";"4-3-3 defensiv";"51.000";"1:2";"Freundschaftsspiele";"niederlande"
NA;"Mi. 30.05.2012";"20:30";"H";"";"Slowakei";"4-3-3 defensiv";"";"2:0";"Freundschaftsspiele";"niederlande"
NA;"Sa. 02.06.2012";"20:00";"H";"";"Nordirland";"4-3-3 defensiv";"";"6:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 15.08.2012";"20:45";"A";"";"Belgien";"4-3-3 offensiv";"46.000";"4:2";"Freundschaftsspiele";"niederlande"
NA;"Mi. 14.11.2012";"20:30";"H";"";"Deutschland";"4-3-3 offensiv";"51.628";"0:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 06.02.2013";"20:30";"H";"";"Italien";"4-3-3 defensiv";"45.000";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Fr. 07.06.2013";"15:30";"A";"";"Indonesien";"4-3-3 defensiv";"40.000";"0:3";"Freundschaftsspiele";"niederlande"
NA;"Di. 11.06.2013";"14:00";"A";"";"China";"4-2-3-1";"35.000";"0:2";"Freundschaftsspiele";"niederlande"
NA;"Mi. 14.08.2013";"21:30";"A";"";"Portugal";"4-3-3 offensiv";"29.020";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Sa. 16.11.2013";"13:15";"A";"";"Japan";"4-3-3 defensiv";"13.616";"2:2";"Freundschaftsspiele";"niederlande"
NA;"Di. 19.11.2013";"20:30";"H";"";"Kolumbien";"4-3-3 defensiv";"51.000";"0:0";"Freundschaftsspiele";"niederlande"
"Gruppe B";"Fr. 13.06.2014";"21:00";"A";"";"Spanien";"5-3-2";"48.173";"1:5";"Weltmeisterschaft 2014";"niederlande"
"Gruppe B";"Mi. 18.06.2014";"18:00";"A";"";"Australien";"5-3-2";"42.877";"2:3";"Weltmeisterschaft 2014";"niederlande"
"Gruppe B";"Mo. 23.06.2014";"18:00";"H";"";"Chile";"3-5-2";"62.699";"2:0";"Weltmeisterschaft 2014";"niederlande"
"Achtelfinale";"So. 29.06.2014";"18:00";"H";"";"Mexiko";"3-5-2";"58.817";"2:1";"Weltmeisterschaft 2014";"niederlande"
"Viertelfinale";"Sa. 05.07.2014";"22:00";"H";"";"Costa Rica";"3-4-3";"51.179";"4:3  n.E.";"Weltmeisterschaft 2014";"niederlande"
"Halbfinale";"Mi. 09.07.2014";"22:00";"H";"";"Argentinien";"3-5-2";"63.267";"2:4  n.E.";"Weltmeisterschaft 2014";"niederlande"
"Spiel um Platz Drei";"Sa. 12.07.2014";"22:00";"A";"";"Brasilien";"3-5-2";"68.034";"0:3";"Weltmeisterschaft 2014";"niederlande"
NA;"Mi. 05.03.2014";"21:00";"A";"";"Frankreich";"4-3-3 defensiv";"78.292";"2:0";"Freundschaftsspiele";"niederlande"
NA;"Sa. 17.05.2014";"20:30";"H";"";"Ecuador";"5-3-2";"50.000";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Sa. 31.05.2014";"20:30";"H";"";"Ghana";"5-3-2";"51.117";"1:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 04.06.2014";"20:30";"H";"";"Wales";"4-4-2 Raute";"51.000";"2:0";"Freundschaftsspiele";"niederlande"
NA;"Do. 04.09.2014";"20:45";"A";"";"Italien";"4-3-3 defensiv";"50.000";"2:0";"Freundschaftsspiele";"niederlande"
NA;"Mi. 12.11.2014";"20:30";"H";"";"Mexiko";"4-3-3 offensiv";"40.500";"2:3";"Freundschaftsspiele";"niederlande"
NA;"Di. 31.03.2015";"20:45";"H";"";"Spanien";"4-3-3 offensiv";"51.500";"2:0";"Freundschaftsspiele";"niederlande"
NA;"Fr. 05.06.2015";"20:30";"H";"";"Vereinigte Staaten";"4-2-3-1";"46.000";"3:4";"Freundschaftsspiele";"niederlande"
NA;"Fr. 13.11.2015";"20:45";"A";"";"Wales";"5-3-2";"25.669";"2:3";"Freundschaftsspiele";"niederlande"
NA;"Fr. 25.03.2016";"20:45";"H";"";"Frankreich";"5-3-2";"40.000";"2:3";"Freundschaftsspiele";"niederlande"
NA;"Di. 29.03.2016";"21:00";"A";"";"England";"4-3-3 defensiv";"82.835";"1:2";"Freundschaftsspiele";"niederlande"
NA;"Fr. 27.05.2016";"20:45";"A";"";"Irland";"4-3-3 defensiv";"42.438";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 01.06.2016";"20:45";"A";"";"Polen";"4-3-3 offensiv";"40.392";"1:2";"Freundschaftsspiele";"niederlande"
NA;"Sa. 04.06.2016";"20:30";"A";"";"Österreich";"4-3-3 offensiv";"48.000";"0:2";"Freundschaftsspiele";"niederlande"
NA;"Do. 01.09.2016";"20:45";"H";"";"Griechenland";"4-3-3 defensiv";"";"1:2";"Freundschaftsspiele";"niederlande"
NA;"Mi. 09.11.2016";"20:45";"H";"";"Belgien";"4-3-3 offensiv";"37.500";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Di. 28.03.2017";"20:45";"H";"";"Italien";"4-3-3 offensiv";"46.228";"1:2";"Freundschaftsspiele";"niederlande"
NA;"Mi. 31.05.2017";"19:30";"A";"";"Marokko";"4-3-3 defensiv";"";"1:2";"Freundschaftsspiele";"niederlande"
NA;"So. 04.06.2017";"19:30";"H";"";"Elfenbeinküste";"4-3-3 defensiv";"";"5:0";"Freundschaftsspiele";"niederlande"
NA;"Do. 09.11.2017";"20:45";"A";"";"Schottland";"4-3-3 offensiv";"17.883";"0:1";"Freundschaftsspiele";"niederlande"
NA;"Di. 14.11.2017";"20:00";"A";"";"Rumänien";"4-3-3 offensiv";"26.000";"0:3";"Freundschaftsspiele";"niederlande"
NA;"Fr. 23.03.2018";"20:45";"H";"";"England";"5-4-1 flach";"51.500";"0:1";"Freundschaftsspiele";"niederlande"
NA;"Mo. 26.03.2018";"20:30";"H";"";"Portugal";"3-5-2 flach";"20.000";"3:0";"Freundschaftsspiele";"niederlande"
NA;"Do. 31.05.2018";"20:45";"A";"";"Slowakei";"5-3-2";"15.432";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Mo. 04.06.2018";"20:45";"A";"";"Italien";"3-5-2";"20.500";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Do. 06.09.2018";"20:45";"H";"";"Peru";"3-4-2-1";"40.127";"2:1";"Freundschaftsspiele";"niederlande"
NA;"Di. 16.10.2018";"20:45";"A";"";"Belgien";"5-3-2";"34.747";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 07.10.2020";"20:45";"H";"";"Mexiko";"4-3-3 defensiv";"x";"0:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 11.11.2020";"20:45";"H";"";"Spanien";"4-3-3 defensiv";"x";"1:1";"Freundschaftsspiele";"niederlande"
NA;"Mi. 02.06.2021";"20:45";"H";"";"Schottland";"3-5-2";"x";"2:2";"Freundschaftsspiele";"niederlande"
NA;"So. 06.06.2021";"18:00";"H";"";"Georgien";"3-5-2";"12.000";"3:0";"Freundschaftsspiele";"niederlande"
"Gruppe A";"Mo. 21.11.2022";"17:00";"A";"";"Senegal";"?";"";"-:-";"Weltmeisterschaft 2022";"niederlande"
