"";"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"1921";NA;"Do. 05.09.2019";"19:00";"H";"";"Mali";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
"1922";NA;"Di. 19.11.2019";"17:30";"H";"";"Paraguay";"4-4-2 doppel 6";"5.175";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1923";NA;"Sa. 14.11.2020";"17:30";"H";"";"Jamaika";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"saudi-arabien"
"1924";NA;"Di. 17.11.2020";"17:30";"H";"";"Jamaika";"3-4-3 flach";"";"1:2";"Freundschaftsspiele";"saudi-arabien"
"1925";NA;"Do. 25.03.2021";"18:30";"H";"";"Kuwait";"?";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
"1926";"Gruppe C";"Di. 22.11.2022";"11:00";"A";"";"Argentinien";"?";"";"-:-";"Weltmeisterschaft 2022";"saudi-arabien"
"1927";"Gruppe C";"Sa. 26.11.2022";"14:00";"A";"";"Polen";"?";"";"-:-";"Weltmeisterschaft 2022";"saudi-arabien"
"1928";"Gruppe C";"Mi. 30.11.2022";"20:00";"H";"";"Mexiko";"?";"";"-:-";"Weltmeisterschaft 2022";"saudi-arabien"
"1929";NA;"So. 05.06.2022";"19:00";"H";"";"Kolumbien";"4-2-3-1";"";"0:1";"Freundschaftsspiele";"saudi-arabien"
"1930";NA;"Do. 09.06.2022";"19:00";"H";"";"Venezuela";"4-3-3 offensiv";"400";"0:1";"Freundschaftsspiele";"saudi-arabien"
"1931";"Gruppe E";"Mo. 14.06.2010";"16:00";"H";"";"Kamerun";"4-1-4-1";"30.620";"1:0";"Weltmeisterschaft 2010";"japan"
"1932";"Gruppe E";"Sa. 19.06.2010";"13:30";"A";"";"Niederlande";"4-1-4-1";"62.010";"1:0";"Weltmeisterschaft 2010";"japan"
"1933";"Gruppe E";"Do. 24.06.2010";"20:30";"A";"";"Dänemark";"4-1-4-1";"27.967";"1:3";"Weltmeisterschaft 2010";"japan"
"1934";"Achtelfinale";"Di. 29.06.2010";"16:00";"A";"";"Paraguay";"4-3-3 offensiv";"36.742";"5:3  n.E.";"Weltmeisterschaft 2010";"japan"
"1935";NA;"Di. 02.02.2010";"11:10";"H";"";"Venezuela";"4-4-2 doppel 6";"27.009";"0:0";"Freundschaftsspiele";"japan"
"1936";NA;"Mi. 07.04.2010";"12:20";"H";"";"Serbien";"4-4-2 doppel 6";"46.270";"0:3";"Freundschaftsspiele";"japan"
"1937";NA;"Mo. 24.05.2010";"12:20";"H";"";"Südkorea";"4-2-3-1";"57.873";"0:2";"Freundschaftsspiele";"japan"
"1938";NA;"So. 30.05.2010";"14:15";"A";"";"England";"4-2-3-1";"15.326";"2:1";"Freundschaftsspiele";"japan"
"1939";NA;"Fr. 04.06.2010";"00:00";"A";"";"Elfenbeinküste";"4-2-3-1";"4.919";"2:0";"Freundschaftsspiele";"japan"
"1940";NA;"Sa. 04.09.2010";"12:20";"H";"";"Paraguay";"4-2-3-1";"65.157";"1:0";"Freundschaftsspiele";"japan"
"1941";NA;"Di. 07.09.2010";"12:45";"H";"";"Guatemala";"4-2-3-1";"44.541";"2:1";"Freundschaftsspiele";"japan"
"1942";NA;"Fr. 08.10.2010";"12:50";"H";"";"Argentinien";"4-2-3-1";"57.735";"1:0";"Freundschaftsspiele";"japan"
"1943";NA;"So. 10.10.2010";"00:00";"A";"";"Südkorea";"4-2-3-1";"62.503";"0:0";"Freundschaftsspiele";"japan"
"1944";NA;"Mi. 01.06.2011";"12:20";"H";"";"Peru";"3-4-3 flach";"39.048";"0:0";"Freundschaftsspiele";"japan"
"1945";NA;"Di. 07.06.2011";"12:30";"H";"";"Tschechien";"3-4-3 flach";"65.856";"0:0";"Freundschaftsspiele";"japan"
"1946";NA;"Mi. 10.08.2011";"12:33";"H";"";"Südkorea";"4-2-3-1";"38.263";"3:0";"Freundschaftsspiele";"japan"
"1947";NA;"Fr. 07.10.2011";"12:45";"H";"";"Vietnam";"3-4-3 flach";"27.522";"1:0";"Freundschaftsspiele";"japan"
"1948";NA;"Fr. 24.02.2012";"11:24";"H";"";"Island";"4-2-3-1";"42.579";"3:1";"Freundschaftsspiele";"japan"
"1949";NA;"Mi. 23.05.2012";"12:15";"H";"";"Aserbaidschan";"4-2-3-1";"30.276";"2:0";"Freundschaftsspiele";"japan"
"1950";NA;"Mi. 15.08.2012";"12:30";"H";"";"Venezuela";"4-2-3-1";"39.396";"1:1";"Freundschaftsspiele";"japan"
"1951";NA;"Do. 06.09.2012";"12:20";"H";"";"Vereinigte Arabische Emirate";"4-2-3-1";"42.020";"1:0";"Freundschaftsspiele";"japan"
"1952";NA;"Fr. 12.10.2012";"21:00";"A";"";"Frankreich";"4-2-3-1";"55.000";"0:1";"Freundschaftsspiele";"japan"
"1953";NA;"Di. 16.10.2012";"14:10";"H";"";"Brasilien";"4-2-3-1";"36.000";"0:4";"Freundschaftsspiele";"japan"
"1954";NA;"Mi. 06.02.2013";"11:20";"H";"";"Lettland";"4-2-3-1";"28.607";"3:0";"Freundschaftsspiele";"japan"
"1955";NA;"Fr. 22.03.2013";"00:00";"A";"";"Kanada";"4-2-3-1";"4.500";"1:2";"Freundschaftsspiele";"japan"
"1956";NA;"Do. 30.05.2013";"12:20";"H";"";"Bulgarien";"3-4-3 flach";"41.353";"0:2";"Freundschaftsspiele";"japan"
"1957";NA;"Mi. 14.08.2013";"12:20";"H";"";"Uruguay";"4-2-3-1";"45.883";"2:4";"Freundschaftsspiele";"japan"
"1958";NA;"Fr. 06.09.2013";"12:25";"H";"";"Guatemala";"4-2-3-1";"46.244";"3:0";"Freundschaftsspiele";"japan"
"1959";NA;"Di. 10.09.2013";"12:20";"H";"";"Ghana";"4-2-3-1";"64.525";"3:1";"Freundschaftsspiele";"japan"
"1960";NA;"Fr. 11.10.2013";"17:30";"A";"";"Serbien";"4-2-3-1";"7.500";"2:0";"Freundschaftsspiele";"japan"
"1961";NA;"Di. 15.10.2013";"14:15";"A";"";"Belarus";"4-2-3-1";"3.250";"1:0";"Freundschaftsspiele";"japan"
"1962";NA;"Sa. 16.11.2013";"13:15";"H";"";"Niederlande";"4-2-3-1";"13.616";"2:2";"Freundschaftsspiele";"japan"
"1963";NA;"Di. 19.11.2013";"21:00";"A";"";"Belgien";"4-2-3-1";"43.000";"2:3";"Freundschaftsspiele";"japan"
"1964";"Gruppe C";"So. 15.06.2014";"03:00";"A";"";"Elfenbeinküste";"4-2-3-1";"40.267";"2:1";"Weltmeisterschaft 2014";"japan"
"1965";"Gruppe C";"Fr. 20.06.2014";"00:00";"H";"";"Griechenland";"4-2-3-1";"39.485";"0:0";"Weltmeisterschaft 2014";"japan"
"1966";"Gruppe C";"Di. 24.06.2014";"22:00";"H";"";"Kolumbien";"4-2-3-1";"40.340";"1:4";"Weltmeisterschaft 2014";"japan"
"1967";NA;"Mi. 05.03.2014";"11:40";"H";"";"Neuseeland";"4-2-3-1";"47.670";"4:2";"Freundschaftsspiele";"japan"
"1968";NA;"Di. 27.05.2014";"12:30";"H";"";"Zypern";"4-2-3-1";"58.564";"1:0";"Freundschaftsspiele";"japan"
"1969";NA;"Di. 03.06.2014";"03:00";"A";"";"Costa Rica";"4-2-3-1";"7.106";"1:3";"Freundschaftsspiele";"japan"
"1970";NA;"Sa. 07.06.2014";"01:30";"H";"";"Sambia";"4-2-3-1";"7.275";"4:3";"Freundschaftsspiele";"japan"
"1971";NA;"Fr. 05.09.2014";"12:25";"H";"";"Uruguay";"4-3-3 offensiv";"39.294";"0:2";"Freundschaftsspiele";"japan"
"1972";NA;"Di. 09.09.2014";"12:50";"H";"";"Venezuela";"4-3-3 offensiv";"72.000";"2:2";"Freundschaftsspiele";"japan"
"1973";NA;"Fr. 10.10.2014";"12:25";"H";"";"Jamaika";"4-3-3 offensiv";"39.628";"1:0";"Freundschaftsspiele";"japan"
"1974";NA;"Di. 14.10.2014";"00:00";"A";"";"Brasilien";"4-3-3 offensiv";"51.577";"4:0";"Freundschaftsspiele";"japan"
"1975";NA;"Fr. 14.11.2014";"11:35";"H";"";"Honduras";"4-3-3 offensiv";"42.126";"6:0";"Freundschaftsspiele";"japan"
"1976";NA;"Di. 18.11.2014";"11:20";"H";"";"Australien";"4-3-3 offensiv";"46.312";"2:1";"Freundschaftsspiele";"japan"
"1977";NA;"Fr. 27.03.2015";"11:30";"H";"";"Tunesien";"4-3-3 defensiv";"34.777";"2:0";"Freundschaftsspiele";"japan"
"1978";NA;"Di. 31.03.2015";"12:25";"H";"";"Usbekistan";"4-2-3-1";"46.007";"5:1";"Freundschaftsspiele";"japan"
"1979";NA;"Do. 11.06.2015";"12:00";"H";"";"Irak";"4-2-3-1";"63.877";"4:0";"Freundschaftsspiele";"japan"
"1980";NA;"Di. 13.10.2015";"15:30";"A";"";"Iran";"4-2-3-1";"15.000";"1:1";"Freundschaftsspiele";"japan"
"1981";NA;"Fr. 03.06.2016";"12:40";"H";"";"Bulgarien";"4-3-3 defensiv";"41.940";"7:2";"Freundschaftsspiele";"japan"
"1982";NA;"Di. 07.06.2016";"12:30";"H";"";"Bosnien-Herzegowina";"4-3-3 defensiv";"35.589";"1:2";"Freundschaftsspiele";"japan"
"1983";NA;"Fr. 11.11.2016";"00:00";"H";"";"Oman";"4-3-3 defensiv";"33.709";"4:0";"Freundschaftsspiele";"japan"
"1984";NA;"Mi. 07.06.2017";"12:25";"H";"";"Syrien";"4-3-3 defensiv";"43.608";"1:1";"Freundschaftsspiele";"japan"
"1985";NA;"Fr. 06.10.2017";"12:20";"H";"";"Neuseeland";"4-3-3 defensiv";"38.461";"2:1";"Freundschaftsspiele";"japan"
"1986";NA;"Di. 10.10.2017";"12:30";"H";"";"Haiti";"4-3-3 offensiv";"47.420";"3:3";"Freundschaftsspiele";"japan"
"1987";NA;"Fr. 10.11.2017";"13:00";"H";"";"Brasilien";"4-3-3 defensiv";"16.920";"1:3";"Freundschaftsspiele";"japan"
"1988";NA;"Di. 14.11.2017";"20:45";"A";"";"Belgien";"4-3-3 offensiv";"21.000";"1:0";"Freundschaftsspiele";"japan"
"1989";"Gruppe H";"Di. 19.06.2018";"14:00";"A";"";"Kolumbien";"4-2-3-1";"40.842";"1:2";"Weltmeisterschaft 2018";"japan"
"1990";"Gruppe H";"So. 24.06.2018";"17:00";"H";"";"Senegal";"4-2-3-1";"32.572";"2:2";"Weltmeisterschaft 2018";"japan"
"1991";"Gruppe H";"Do. 28.06.2018";"16:00";"H";"";"Polen";"4-2-3-1";"42.189";"0:1";"Weltmeisterschaft 2018";"japan"
"1992";"Achtelfinale";"Mo. 02.07.2018";"20:00";"A";"";"Belgien";"4-2-3-1";"41.466";"3:2";"Weltmeisterschaft 2018";"japan"
"1993";NA;"Fr. 23.03.2018";"13:20";"H";"";"Mali";"4-2-3-1";"1.424";"1:1";"Freundschaftsspiele";"japan"
"1994";NA;"Di. 27.03.2018";"14:20";"A";"";"Ukraine";"4-3-3 defensiv";"2.529";"2:1";"Freundschaftsspiele";"japan"
"1995";NA;"Mi. 30.05.2018";"12:25";"H";"";"Ghana";"3-4-2-1";"64.520";"0:2";"Freundschaftsspiele";"japan"
"1996";NA;"Fr. 08.06.2018";"19:00";"A";"";"Schweiz";"4-2-3-1";"6.800";"2:0";"Freundschaftsspiele";"japan"
"1997";NA;"Di. 12.06.2018";"15:05";"H";"";"Paraguay";"4-2-3-1";"1.202";"4:2";"Freundschaftsspiele";"japan"
"1998";NA;"Di. 11.09.2018";"12:20";"H";"";"Costa Rica";"4-4-2 doppel 6";"33.891";"3:0";"Freundschaftsspiele";"japan"
"1999";NA;"Fr. 12.10.2018";"12:35";"H";"";"Panama";"4-2-3-1";"38.322";"3:0";"Freundschaftsspiele";"japan"
"2000";NA;"Di. 16.10.2018";"12:35";"H";"";"Uruguay";"4-2-3-1";"57.239";"4:3";"Freundschaftsspiele";"japan"
"2001";NA;"Fr. 16.11.2018";"11:30";"H";"";"Venezuela";"4-2-3-1";"33.364";"1:1";"Freundschaftsspiele";"japan"
"2002";NA;"Di. 20.11.2018";"11:20";"H";"";"Kirgisistan";"4-2-3-1";"38.353";"4:0";"Freundschaftsspiele";"japan"
"2003";NA;"Fr. 22.03.2019";"11:20";"H";"";"Kolumbien";"4-2-3-1";"63.302";"0:1";"Freundschaftsspiele";"japan"
"2004";NA;"Di. 26.03.2019";"11:30";"H";"";"Bolivien";"4-2-3-1";"28.133";"1:0";"Freundschaftsspiele";"japan"
"2005";NA;"Mi. 05.06.2019";"12:30";"H";"";"Trinidad und Tobago";"3-4-2-1";"38.507";"0:0";"Freundschaftsspiele";"japan"
"2006";NA;"So. 09.06.2019";"12:00";"H";"";"El Salvador";"3-4-2-1";"38.092";"2:0";"Freundschaftsspiele";"japan"
"2007";NA;"Do. 05.09.2019";"12:20";"H";"";"Paraguay";"4-2-3-1";"29.071";"2:0";"Freundschaftsspiele";"japan"
"2008";NA;"Di. 19.11.2019";"11:25";"H";"";"Venezuela";"4-4-2 doppel 6";"33.399";"1:4";"Freundschaftsspiele";"japan"
"2009";NA;"Fr. 09.10.2020";"14:00";"H";"";"Kamerun";"4-2-3-1";"";"0:0";"Freundschaftsspiele";"japan"
"2010";NA;"Di. 13.10.2020";"16:45";"H";"";"Elfenbeinküste";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"japan"
"2011";NA;"Fr. 13.11.2020";"15:15";"H";"";"Panama";"3-4-2-1";"x";"1:0";"Freundschaftsspiele";"japan"
"2012";NA;"Di. 17.11.2020";"21:00";"H";"";"Mexiko";"4-2-3-1";"x";"0:2";"Freundschaftsspiele";"japan"
"2013";NA;"Do. 25.03.2021";"11:20";"H";"";"Südkorea";"4-2-3-1";"8.356";"3:0";"Freundschaftsspiele";"japan"
"2014";NA;"Fr. 11.06.2021";"12:28";"H";"";"Serbien";"4-2-3-1";"x";"1:0";"Freundschaftsspiele";"japan"
"2015";"Gruppe E";"Mi. 23.11.2022";"14:00";"A";"";"Deutschland";"?";"";"-:-";"Weltmeisterschaft 2022";"japan"
"2016";"Gruppe E";"So. 27.11.2022";"11:00";"H";"";"Costa Rica";"?";"";"-:-";"Weltmeisterschaft 2022";"japan"
"2017";"Gruppe E";"Do. 01.12.2022";"20:00";"H";"";"Spanien";"?";"";"-:-";"Weltmeisterschaft 2022";"japan"
"2018";NA;"Do. 02.06.2022";"12:00";"H";"";"Paraguay";"4-3-3 offensiv";"24.511";"4:1";"Freundschaftsspiele";"japan"
"2019";NA;"Mo. 06.06.2022";"12:20";"H";"";"Brasilien";"4-3-3 offensiv";"63.638";"0:1";"Freundschaftsspiele";"japan"
"2020";NA;"Fr. 10.06.2022";"11:55";"H";"";"Ghana";"4-3-3 offensiv";"25.100";"4:1";"Freundschaftsspiele";"japan"
"2021";NA;"Di. 14.06.2022";"11:55";"H";"";"Tunesien";"4-3-3 offensiv";"31.292";"0:3";"Freundschaftsspiele";"japan"
"2022";NA;"Fr. 23.09.2022";"14:25";"H";"";"Vereinigte Staaten";"?";"";"-:-";"Freundschaftsspiele";"japan"
"2023";NA;"Di. 27.09.2022";"13:55";"H";"";"Ecuador";"?";"";"-:-";"Freundschaftsspiele";"japan"
"2024";NA;"Do. 17.11.2022";"14:40";"A";"";"Kanada";"?";"";"-:-";"Freundschaftsspiele";"japan"
"2025";"Gruppe B";"Sa. 12.06.2010";"13:30";"H";"";"Griechenland";"4-2-3-1";"31.513";"2:0";"Weltmeisterschaft 2010";"sudkorea"
"2026";"Gruppe B";"Do. 17.06.2010";"13:30";"A";"";"Argentinien";"4-2-3-1";"82.174";"4:1";"Weltmeisterschaft 2010";"sudkorea"
"2027";"Gruppe B";"Di. 22.06.2010";"20:30";"A";"";"Nigeria";"4-4-2 doppel 6";"61.874";"2:2";"Weltmeisterschaft 2010";"sudkorea"
"2028";"Achtelfinale";"Sa. 26.06.2010";"16:00";"A";"";"Uruguay";"4-2-3-1";"30.597";"2:1";"Weltmeisterschaft 2010";"sudkorea"
"2029";NA;"Sa. 09.01.2010";"15:30";"A";"";"Sambia";"4-4-2 doppel 6";"2.000";"4:2";"Freundschaftsspiele";"sudkorea"
"2030";NA;"Mo. 18.01.2010";"00:00";"A";"";"Finnland";"?";"270";"0:2";"Freundschaftsspiele";"sudkorea"
"2031";NA;"Fr. 22.01.2010";"15:10";"H";"";"Lettland";"?";"200";"1:0";"Freundschaftsspiele";"sudkorea"
"2032";NA;"Mi. 03.03.2010";"00:00";"A";"";"Elfenbeinküste";"?";"5.000";"0:2";"Freundschaftsspiele";"sudkorea"
"2033";NA;"So. 16.05.2010";"12:00";"H";"";"Ecuador";"?";"62.209";"2:0";"Freundschaftsspiele";"sudkorea"
"2034";NA;"Mo. 24.05.2010";"12:20";"A";"";"Japan";"4-2-3-1";"57.873";"0:2";"Freundschaftsspiele";"sudkorea"
"2035";NA;"So. 30.05.2010";"00:00";"A";"";"Belarus";"?";"1.000";"1:0";"Freundschaftsspiele";"sudkorea"
"2036";NA;"Do. 03.06.2010";"18:00";"A";"";"Spanien";"4-2-3-1";"8.000";"1:0";"Freundschaftsspiele";"sudkorea"
"2037";NA;"Mi. 11.08.2010";"13:00";"H";"";"Nigeria";"3-4-3 flach";"40.331";"2:1";"Freundschaftsspiele";"sudkorea"
"2038";NA;"Di. 07.09.2010";"13:00";"H";"";"Iran";"3-4-2-1";"38.642";"0:1";"Freundschaftsspiele";"sudkorea"
"2039";NA;"So. 10.10.2010";"00:00";"H";"";"Japan";"4-2-3-1";"62.503";"0:0";"Freundschaftsspiele";"sudkorea"
"2040";NA;"Do. 30.12.2010";"00:00";"H";"";"Syrien";"4-2-3-1";"500";"1:0";"Freundschaftsspiele";"sudkorea"
"2041";NA;"Mi. 09.02.2011";"19:00";"A";"";"Türkei";"4-2-3-1";"20.000";"0:0";"Freundschaftsspiele";"sudkorea"
"2042";NA;"Fr. 25.03.2011";"12:00";"H";"";"Honduras";"4-3-3 offensiv";"31.224";"4:0";"Freundschaftsspiele";"sudkorea"
"2043";NA;"Fr. 03.06.2011";"13:00";"H";"";"Serbien";"4-3-3 offensiv";"40.876";"2:1";"Freundschaftsspiele";"sudkorea"
"2044";NA;"Di. 07.06.2011";"12:00";"H";"";"Ghana";"4-2-3-1";"41.271";"2:1";"Freundschaftsspiele";"sudkorea"
"2045";NA;"Mi. 10.08.2011";"12:33";"A";"";"Japan";"4-3-3 offensiv";"38.263";"3:0";"Freundschaftsspiele";"sudkorea"
"2046";NA;"Fr. 07.10.2011";"13:00";"H";"";"Polen";"4-2-3-1";"66.000";"2:2";"Freundschaftsspiele";"sudkorea"
"2047";NA;"Sa. 25.02.2012";"06:00";"H";"";"Usbekistan";"4-3-3 offensiv";"28.931";"4:2";"Freundschaftsspiele";"sudkorea"
"2048";NA;"Mi. 30.05.2012";"20:00";"A";"";"Spanien";"4-4-2";"10.220";"4:1";"Freundschaftsspiele";"sudkorea"
"2049";NA;"Mi. 15.08.2012";"13:00";"H";"";"Sambia";"4-2-3-1";"16.606";"2:1";"Freundschaftsspiele";"sudkorea"
"2050";NA;"Mi. 14.11.2012";"11:00";"H";"";"Australien";"4-2-3-1";"21.618";"1:2";"Freundschaftsspiele";"sudkorea"
"2051";NA;"Mi. 06.02.2013";"14:05";"H";"";"Kroatien";"4-2-3-1";"3.600";"0:4";"Freundschaftsspiele";"sudkorea"
"2052";NA;"Mi. 14.08.2013";"13:00";"H";"";"Peru";"4-2-3-1";"36.021";"0:0";"Freundschaftsspiele";"sudkorea"
"2053";NA;"Fr. 06.09.2013";"13:00";"H";"";"Haiti";"4-2-3-1";"13.624";"4:1";"Freundschaftsspiele";"sudkorea"
"2054";NA;"Di. 10.09.2013";"13:00";"H";"";"Kroatien";"4-2-3-1";"40.723";"1:2";"Freundschaftsspiele";"sudkorea"
"2055";NA;"Sa. 12.10.2013";"13:00";"H";"";"Brasilien";"4-2-3-1";"65.308";"0:2";"Freundschaftsspiele";"sudkorea"
"2056";NA;"Di. 15.10.2013";"13:00";"H";"";"Mali";"4-2-3-1";"26.118";"3:1";"Freundschaftsspiele";"sudkorea"
"2057";NA;"Fr. 15.11.2013";"12:00";"H";"";"Schweiz";"4-2-3-1";"35.000";"2:1";"Freundschaftsspiele";"sudkorea"
"2058";NA;"Di. 19.11.2013";"15:00";"A";"";"Russland";"4-2-3-1";"3.000";"2:1";"Freundschaftsspiele";"sudkorea"
"2059";"Gruppe H";"Mi. 18.06.2014";"18:00";"A";"";"Russland";"4-2-3-1";"37.603";"1:1";"Weltmeisterschaft 2014";"sudkorea"
"2060";"Gruppe H";"So. 22.06.2014";"21:00";"H";"";"Algerien";"4-2-3-1";"42.732";"2:4";"Weltmeisterschaft 2014";"sudkorea"
"2061";"Gruppe H";"Do. 26.06.2014";"22:00";"H";"";"Belgien";"4-2-3-1";"61.397";"0:1";"Weltmeisterschaft 2014";"sudkorea"
"2062";NA;"So. 26.01.2014";"02:00";"A";"";"Costa Rica";"4-2-3-1";"15.000";"0:1";"Freundschaftsspiele";"sudkorea"
"2063";NA;"Do. 30.01.2014";"03:00";"A";"";"Mexiko";"4-2-3-1";"54.313";"4:0";"Freundschaftsspiele";"sudkorea"
"2064";NA;"Sa. 01.02.2014";"23:00";"A";"";"Vereinigte Staaten";"4-2-3-1";"27.000";"2:0";"Freundschaftsspiele";"sudkorea"
"2065";NA;"Mi. 05.03.2014";"18:00";"A";"";"Griechenland";"4-2-3-1";"7.600";"0:2";"Freundschaftsspiele";"sudkorea"
"2066";NA;"Mi. 28.05.2014";"12:00";"H";"";"Tunesien";"4-2-3-1";"57.112";"0:1";"Freundschaftsspiele";"sudkorea"
"2067";NA;"Di. 10.06.2014";"01:00";"A";"";"Ghana";"4-2-3-1";"7.000";"4:0";"Freundschaftsspiele";"sudkorea"
"2068";NA;"Fr. 05.09.2014";"13:00";"H";"";"Venezuela";"4-2-3-1";"34.456";"3:1";"Freundschaftsspiele";"sudkorea"
"2069";NA;"Mo. 08.09.2014";"13:00";"H";"";"Uruguay";"4-3-3 offensiv";"38.183";"0:1";"Freundschaftsspiele";"sudkorea"
"2070";NA;"Fr. 10.10.2014";"13:00";"H";"";"Paraguay";"4-2-3-1";"25.156";"2:0";"Freundschaftsspiele";"sudkorea"
"2071";NA;"Di. 14.10.2014";"13:00";"H";"";"Costa Rica";"4-2-3-1";"39.210";"1:3";"Freundschaftsspiele";"sudkorea"
"2072";NA;"Fr. 14.11.2014";"15:30";"A";"";"Jordanien";"4-4-2 doppel 6";"8.500";"0:1";"Freundschaftsspiele";"sudkorea"
"2073";NA;"Di. 18.11.2014";"13:55";"A";"";"Iran";"4-2-3-1";"35.000";"1:0";"Freundschaftsspiele";"sudkorea"
"2074";NA;"So. 04.01.2015";"10:00";"A";"";"Saudi-Arabien";"4-2-3-1";"6.320";"0:2";"Freundschaftsspiele";"sudkorea"
"2075";NA;"Fr. 27.03.2015";"12:00";"H";"";"Usbekistan";"4-1-4-1";"38.680";"1:1";"Freundschaftsspiele";"sudkorea"
"2076";NA;"Di. 31.03.2015";"13:00";"H";"";"Neuseeland";"4-2-3-1";"33.514";"1:0";"Freundschaftsspiele";"sudkorea"
"2077";NA;"Do. 11.06.2015";"12:00";"A";"";"Vereinigte Arabische Emirate";"?";"1.080";"0:3";"Freundschaftsspiele";"sudkorea"
"2078";NA;"Di. 13.10.2015";"13:00";"H";"";"Jamaika";"4-3-1-2";"28.105";"3:0";"Freundschaftsspiele";"sudkorea"
"2079";NA;"So. 27.03.2016";"14:30";"A";"";"Thailand";"4-4-2";"18.900";"0:1";"Freundschaftsspiele";"sudkorea"
"2080";NA;"Mi. 01.06.2016";"16:30";"A";"";"Spanien";"4-2-3-1";"31.800";"6:1";"Freundschaftsspiele";"sudkorea"
"2081";NA;"So. 05.06.2016";"15:00";"A";"";"Tschechien";"4-2-3-1";"16.490";"1:2";"Freundschaftsspiele";"sudkorea"
"2082";NA;"Fr. 11.11.2016";"12:00";"H";"";"Kanada";"4-3-3 defensiv";"18.920";"2:0";"Freundschaftsspiele";"sudkorea"
"2083";NA;"Mi. 07.06.2017";"13:00";"A";"";"Irak";"3-4-3 flach";"1.000";"0:0";"Freundschaftsspiele";"sudkorea"
"2084";NA;"Sa. 07.10.2017";"16:00";"A";"";"Russland";"3-4-2-1";"24.183";"4:2";"Freundschaftsspiele";"sudkorea"
"2085";NA;"Di. 10.10.2017";"15:30";"H";"";"Marokko";"3-4-2-1";"2.550";"1:3";"Freundschaftsspiele";"sudkorea"
"2086";NA;"Fr. 10.11.2017";"12:00";"H";"";"Kolumbien";"4-4-2 doppel 6";"29.750";"2:1";"Freundschaftsspiele";"sudkorea"
"2087";NA;"Di. 14.11.2017";"12:45";"H";"";"Serbien";"4-4-2 doppel 6";"30.560";"1:1";"Freundschaftsspiele";"sudkorea"
"2088";"Gruppe F";"Mo. 18.06.2018";"14:00";"A";"";"Schweden";"4-3-3 offensiv";"42.300";"1:0";"Weltmeisterschaft 2018";"sudkorea"
"2089";"Gruppe F";"Sa. 23.06.2018";"17:00";"H";"";"Mexiko";"4-3-3 offensiv";"43.472";"1:2";"Weltmeisterschaft 2018";"sudkorea"
"2090";"Gruppe F";"Mi. 27.06.2018";"16:00";"H";"";"Deutschland";"4-4-2 doppel 6";"41.835";"2:0";"Weltmeisterschaft 2018";"sudkorea"
"2091";NA;"Sa. 27.01.2018";"16:00";"A";"";"Moldawien";"?";"200";"0:1";"Freundschaftsspiele";"sudkorea"
"2092";NA;"Di. 30.01.2018";"12:00";"A";"";"Jamaika";"4-4-2 doppel 6";"100";"2:2";"Freundschaftsspiele";"sudkorea"
"2093";NA;"Sa. 03.02.2018";"15:30";"H";"";"Lettland";"4-4-2 doppel 6";"100";"1:0";"Freundschaftsspiele";"sudkorea"
"2094";NA;"Sa. 24.03.2018";"15:00";"A";"";"Nordirland";"4-4-2 doppel 6";"18.103";"2:1";"Freundschaftsspiele";"sudkorea"
"2095";NA;"Di. 27.03.2018";"20:45";"A";"";"Polen";"5-4-1 flach";"53.129";"3:2";"Freundschaftsspiele";"sudkorea"
"2096";NA;"Mo. 28.05.2018";"13:00";"H";"";"Honduras";"4-4-2 doppel 6";"33.252";"2:0";"Freundschaftsspiele";"sudkorea"
"2097";NA;"Fr. 01.06.2018";"13:00";"H";"";"Bosnien-Herzegowina";"3-5-2";"41.254";"1:3";"Freundschaftsspiele";"sudkorea"
"2098";NA;"Do. 07.06.2018";"14:10";"H";"";"Bolivien";"4-4-2 doppel 6";"500";"0:0";"Freundschaftsspiele";"sudkorea"
"2099";NA;"Mo. 11.06.2018";"15:30";"A";"";"Senegal";"4-3-3 offensiv";"x";"2:0";"Freundschaftsspiele";"sudkorea"
"2100";NA;"Fr. 07.09.2018";"13:00";"H";"";"Costa Rica";"4-2-3-1";"36.127";"2:0";"Freundschaftsspiele";"sudkorea"
"2101";NA;"Di. 11.09.2018";"13:00";"H";"";"Chile";"4-2-3-1";"40.127";"0:0";"Freundschaftsspiele";"sudkorea"
"2102";NA;"Fr. 12.10.2018";"13:00";"H";"";"Uruguay";"4-2-3-1";"64.170";"2:1";"Freundschaftsspiele";"sudkorea"
"2103";NA;"Di. 16.10.2018";"13:00";"H";"";"Panama";"4-3-3 offensiv";"25.556";"2:2";"Freundschaftsspiele";"sudkorea"
"2104";NA;"Sa. 17.11.2018";"09:50";"A";"";"Australien";"4-2-3-1";"x";"1:1";"Freundschaftsspiele";"sudkorea"
"2105";NA;"Di. 20.11.2018";"11:00";"A";"";"Usbekistan";"4-2-3-1";"1.705";"0:4";"Freundschaftsspiele";"sudkorea"
