"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"Gruppe D";"Di. 05.09.2017";"20:45";"A";"";"Moldawien";"4-2-3-1";"10.272";"0:2";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Fr. 06.10.2017";"18:00";"A";"";"Georgien";"4-4-1-1";"22.290";"0:1";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Mo. 09.10.2017";"20:45";"H";"";"Irland";"4-4-1-1";"32.711";"0:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Mi. 24.03.2021";"20:45";"A";"";"Belgien";"3-4-3 flach";"x";"3:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Di. 30.03.2021";"20:45";"H";"";"Tschechien";"5-4-1 flach";"x";"1:0";"WM-Qualifikation Europa";"wales"
"Gruppe E";"So. 05.09.2021";"15:00";"A";"";"Belarus";"4-2-3-1";"x";"2:3";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Mi. 08.09.2021";"20:45";"H";"";"Estland";"4-2-3-1";"21.624";"0:0";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Fr. 08.10.2021";"20:45";"A";"";"Tschechien";"5-3-2";"16.856";"2:2";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Mo. 11.10.2021";"20:45";"A";"";"Estland";"3-1-4-2";"5.118";"0:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Sa. 13.11.2021";"20:45";"H";"";"Belarus";"3-1-4-2";"27.127";"5:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Di. 16.11.2021";"20:45";"H";"";"Belgien";"3-4-1-2";"32.270";"1:1";"WM-Qualifikation Europa";"wales"
